© Der Bundeswahlleiter, Wiesbaden 2016;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Ergebnisse der Bundestagswahl 1953 nach kreisfreien Städten und Landkreisen – Zweitstimmen –;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Land;Lfd. Nr.;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;F.D.P.;CSU;GB/BHE;BP;DP;DRP;Zentrum;GVP;KPD;DNS;SSW
06;230;Biedenkopf;37671;30973;1134;29839;8455;8803;6199;0;3259;0;598;0;0;2177;348;0;0
06;231;Dillkreis;57734;47059;1715;45344;16245;10020;9530;0;4037;0;1598;0;0;3462;452;0;0
06;232;Gelnhausen;55780;50067;2408;47659;19004;14012;6599;0;4299;0;1275;0;0;1308;1162;0;0
06;233;Hanau;56217;51103;3149;47954;12349;20256;4959;0;2864;0;1572;0;0;1393;4561;0;0
06;234;Limburg;55962;51049;2137;48912;29586;9466;5795;0;2919;0;467;0;0;305;374;0;0
06;235;Main-Taunus-Kreis;72634;64177;3782;60395;25003;19701;8097;0;4272;0;1887;0;0;496;939;0;0
06;236;Oberlahnkreis;39197;34619;1375;33244;9539;10562;6227;0;4985;0;960;0;0;561;410;0;0
06;237;Obertaunuskreis;63346;55303;2281;53022;22545;15879;7355;0;2740;0;3020;0;0;684;799;0;0
06;238;Rheingaukreis;40122;36143;1417;34726;18042;8348;4635;0;2779;0;466;0;0;140;316;0;0
06;239;Schlüchtern;29344;25181;1005;24176;9195;7121;4661;0;1578;0;908;0;0;437;276;0;0
06;240;Untertaunuskreis;36867;31312;1283;30029;8512;8677;8229;0;3542;0;537;0;0;168;364;0;0
06;241;Usingen;18656;16397;876;15521;4166;5274;3473;0;1186;0;753;0;0;375;294;0;0
06;242;Wetzlar;88462;77285;3332;73953;17027;25895;14574;0;8751;0;1360;0;0;5102;1244;0;0
07;243;Koblenz, Stadt;54026;45431;1537;43894;25470;11240;4595;0;483;0;536;607;0;394;569;0;0
07;244;Ahrweiler;56402;50918;1691;49227;38434;5906;2860;0;750;0;317;355;0;167;438;0;0
07;245;Altenkirchen (Westerwald);69622;62752;1645;61107;36280;13243;5839;0;977;0;2763;248;0;1209;548;0;0
07;246;Birkenfeld;55174;40934;1617;39317;14215;12948;8273;0;684;0;626;1129;0;397;1045;0;0
07;247;Cochem;31417;28920;784;28136;22893;2806;1465;0;420;0;139;173;0;130;110;0;0
07;248;Koblenz;47393;41869;1513;40356;24063;11168;2830;0;758;0;236;424;0;185;692;0;0
07;249;Kreuznach;82167;68993;1785;67208;29012;18406;13807;0;1502;0;878;1480;0;944;1179;0;0
07;250;Mayen;75054;67369;2026;65343;43896;15553;3411;0;496;0;285;473;0;196;1033;0;0
07;251;Neuwied;88467;78350;2701;75649;40452;21604;7791;0;1176;0;1088;855;0;1509;1174;0;0
07;252;Sankt Goar;35269;31213;779;30434;21232;4500;3114;0;541;0;169;332;0;313;233;0;0
07;253;Simmern;27732;24518;534;23984;11584;2809;7215;0;578;0;597;371;0;726;104;0;0
07;254;Zell (Mosel);25571;22772;896;21876;14973;2813;2423;0;484;0;171;680;0;238;94;0;0
07;255;Trier, Stadt;55557;46092;2049;44043;26365;10075;4920;0;373;0;315;661;0;611;723;0;0
07;256;Bernkastel;37208;31322;1173;30149;20704;3787;3297;0;937;0;207;756;0;288;173;0;0
07;257;Bitburg;34991;29668;1343;28325;21984;3527;2166;0;227;0;58;131;0;68;164;0;0
07;258;Daun;25552;22621;736;21885;18055;1736;1445;0;385;0;52;107;0;52;53;0;0
07;259;Prüm;25111;21680;814;20866;17279;1611;1492;0;185;0;34;69;0;81;115;0;0
07;260;Saarburg;28270;24942;1311;23631;17684;2797;2055;0;326;0;114;295;0;209;151;0;0
07;261;Trier;53939;47412;2543;44869;32390;7186;3472;0;374;0;141;572;0;339;395;0;0
07;262;Wittlich;34496;30243;1204;29039;22360;3131;2486;0;540;0;80;232;0;56;154;0;0
07;263;Oberwesterwaldkreis;43864;37248;1279;35969;19573;8480;4956;0;384;0;472;604;0;904;596;0;0
07;264;Sankt Goarshausen;38407;32822;1040;31782;16857;8019;4680;0;424;0;672;356;0;381;393;0;0
07;265;Unterlahnkreis;39428;33721;1191;32530;11347;11611;6754;0;1023;0;615;500;0;370;310;0;0
07;266;Unterwesterwaldkreis;48193;43427;1600;41827;27748;8076;3825;0;501;0;218;277;0;323;859;0;0
07;267;Mainz, Stadt;73267;61388;1782;59606;24496;21952;6916;0;763;0;1184;924;0;843;2528;0;0
07;268;Worms, Stadt;40034;34383;1380;33003;10666;13389;5289;0;412;0;402;773;0;380;1692;0;0
07;269;Alzey;41940;34873;1068;33805;11105;10625;5533;0;569;0;616;4525;0;285;547;0;0
07;270;Bingen;47098;39713;1472;38241;17858;10957;5435;0;533;0;463;1901;0;668;426;0;0
07;271;Mainz;45469;39523;1746;37777;15069;12532;4990;0;393;0;537;2882;0;269;1105;0;0
07;272;Worms;31505;27807;1161;26646;8213;10019;3908;0;499;0;356;2913;0;248;490;0;0
07;273;Frankenthal (Pfalz), Stadt;18972;16903;739;16164;5650;6957;1711;0;214;0;102;226;0;132;1172;0;0
07;274;Kaiserslautern, Stadt;49949;40542;1377;39165;13786;14018;7614;0;684;0;628;476;0;584;1375;0;0
07;275;Landau in der Pfalz, Stadt;16953;13938;365;13573;6688;3464;1704;0;193;0;107;915;0;323;179;0;0
07;276;Ludwigshafen am Rhein, Stadt;94215;79218;2751;76467;27148;31609;7824;0;648;0;607;1202;0;1400;6029;0;0
07;277;Neustadt an der Weinstraße, Stadt;20059;17424;503;16921;6972;4955;2658;0;297;0;413;498;0;133;995;0;0
07;278;Pirmasens, Stadt;31598;26866;1124;25742;9977;8995;2846;0;158;0;192;1454;0;214;1906;0;0
07;279;Speyer, Stadt;22974;19571;695;18876;8340;6351;2135;0;302;0;90;465;0;231;962;0;0
07;280;Zweibrücken, Stadt;19313;16097;647;15450;5486;5482;2015;0;131;0;343;1187;0;217;589;0;0
07;281;Bergzabern;28746;24772;1022;23750;11671;6903;2590;0;290;0;131;1226;0;692;247;0;0
07;282;Frankenthal (Pfalz);34383;30906;1288;29618;10534;12100;3619;0;549;0;209;1562;0;157;888;0;0
07;283;Germersheim;45506;40106;1678;38428;21670;10121;3011;0;430;0;198;1443;0;889;666;0;0
07;284;Kaiserslautern;58380;49214;2178;47036;22367;14678;6246;0;1073;0;477;469;0;769;957;0;0
07;285;Kirchheimbolanden;23121;20125;794;19331;6846;7766;1962;0;611;0;163;1539;0;130;314;0;0
07;286;Kusel;48380;36513;1479;35034;10571;14324;6118;0;609;0;405;622;0;443;1942;0;0
07;287;Landau in der Pfalz;39864;35187;1248;33939;18560;8289;4438;0;304;0;147;1434;0;453;314;0;0
07;288;Ludwigshafen am Rhein;24498;21707;1095;20612;6493;8954;2527;0;221;0;109;668;0;322;1318;0;0
07;289;Neustadt an der Weinstraße;60203;52312;2323;49989;20336;17327;7392;0;796;0;492;1924;0;293;1429;0;0
07;290;Pirmasens;47050;42531;1598;40933;25056;10701;3508;0;311;0;126;584;0;205;442;0;0
07;291;Rockenhausen;27875;22268;731;21537;7080;7944;4904;0;375;0;280;560;0;155;239;0;0
07;292;Speyer;20863;19136;778;18358;11507;4815;725;0;211;0;45;168;0;175;712;0;0
07;293;Zweibrücken;17812;14447;531;13916;5937;4427;2016;0;106;0;126;846;0;136;322;0;0
08;294;Heilbronn, Stadt;48367;40404;1260;39144;11045;13621;10455;0;1122;0;734;0;0;506;1439;222;0
08;295;Stuttgart, Landeshauptstadt;393856;310393;7171;303222;110453;92477;61963;0;9308;0;6553;0;0;6926;12923;2619;0
08;296;Ulm, Universitätsstadt;56999;46592;1141;45451;24850;10696;5200;0;1450;0;877;0;0;1233;658;487;0
08;297;Aalen;81761;72792;2007;70785;46123;11280;5598;0;5669;0;584;0;0;406;676;449;0
08;298;Backnang;52112;41192;1205;39987;16577;10442;8487;0;2151;0;443;0;0;595;744;548;0
08;299;Böblingen;66833;52401;1833;50568;25326;13230;4435;0;4788;0;612;0;0;629;1057;491;0
08;300;Crailsheim;40581;31887;1105;30782;16660;5324;4717;0;2358;0;376;0;0;803;201;343;0
08;301;Esslingen;102493;83791;2566;81225;34251;23780;9689;0;6751;0;1253;0;0;1035;3033;1433;0
08;302;Göppingen;119371;100662;2557;98105;47473;27480;10321;0;7307;0;723;0;0;2068;1700;1033;0
08;303;Heidenheim;64025;52469;1707;50762;26792;12513;4733;0;3748;0;568;0;0;987;1129;292;0
08;304;Heilbronn;96551;81061;3245;77816;26461;20756;22498;0;4790;0;994;0;0;722;1051;544;0
08;305;Künzelsau;19199;16796;483;16313;8812;2118;2850;0;1858;0;215;0;0;186;92;182;0
08;306;Leonberg;46070;37558;1343;36215;16190;9171;3935;0;3782;0;342;0;0;955;1218;622;0
08;307;Ludwigsburg;127863;103698;3174;100524;33684;29362;21996;0;7855;0;2023;0;0;1575;2637;1392;0
08;308;Mergentheim;27819;23678;661;23017;14877;2274;3161;0;2066;0;247;0;0;136;83;173;0
08;309;Nürtingen;73870;60228;1816;58412;24940;16077;6096;0;6382;0;1265;0;0;969;1385;1298;0
08;310;Öhringen;27377;21422;779;20643;6654;3506;7475;0;1930;0;271;0;0;266;203;338;0
08;311;Schwäbisch Gmünd;59209;50857;1124;49733;27402;8427;5851;0;6658;0;254;0;0;330;611;200;0
08;312;Schwäbisch Hall;36491;29478;869;28609;12918;5923;5885;0;2089;0;662;0;0;769;219;144;0
08;313;Ulm;48517;41456;1561;39895;25264;7077;2844;0;2886;0;731;0;0;512;283;298;0
08;314;Vaihingen;42870;33029;1322;31707;11645;8434;5482;0;4345;0;272;0;0;604;721;204;0
08;315;Waiblingen;97660;78666;2438;76228;28725;18299;17257;0;7265;0;593;0;0;1446;1689;954;0
08;316;Heidelberg, Stadt;82794;65721;1754;63967;29685;16803;8690;0;2271;0;1806;0;0;1517;1911;1284;0
08;317;Karlsruhe, Stadt;147862;115433;2857;112576;56259;35588;8687;0;4532;0;1794;0;0;1062;2936;1718;0
08;318;Mannheim, Universitätsstadt;189108;147624;4116;143508;52998;53608;14497;0;2803;0;3821;0;0;3151;10522;2108;0
08;319;Pforzheim, Stadt;43887;33572;1260;32312;11383;10955;6625;0;974;0;733;0;0;593;795;254;0
08;320;Bruchsal;69398;57260;2924;54336;35463;10894;3134;0;2182;0;598;0;0;344;1171;550;0
08;321;Buchen;41908;36336;1306;35030;22959;3889;3215;0;3923;0;297;0;0;261;195;291;0
08;322;Heidelberg;84292;70886;3070;67816;33228;17395;7620;0;3541;0;1502;0;0;1171;1710;1649;0
08;323;Karlsruhe;95043;78153;4372;73781;38944;20019;4557;0;5575;0;661;0;0;612;1692;1721;0
08;324;Mannheim;93678;79100;6240;72860;31392;20880;7925;0;4695;0;1843;0;0;735;4291;1099;0
08;325;Mosbach;40086;32749;1120;31629;16305;6488;3322;0;2503;0;508;0;0;1221;315;967;0
08;326;Pforzheim;39184;30484;1877;28607;12259;10000;3155;0;1502;0;276;0;0;403;754;258;0
08;327;Sinsheim;50437;40780;1364;39416;17111;8233;6353;0;4306;0;986;0;0;582;527;1318;0
08;328;Tauberbischofsheim;51048;44458;1470;42988;28787;5295;4827;0;3336;0;178;0;0;186;272;107;0
08;329;Baden-Baden, Stadt;28378;22532;532;22000;13554;4343;2458;0;604;0;461;0;0;210;284;86;0
08;330;Freiburg im Breisgau, Stadt;84934;66786;1622;65164;35945;15383;5831;0;1668;0;2251;0;0;2216;1233;637;0
08;331;Konstanz, Stadt;34487;27392;526;26866;16672;5261;2503;0;699;0;519;0;0;319;423;470;0
08;332;Bühl;49007;39586;2252;37334;27253;5096;2534;0;1227;0;328;0;0;155;484;257;0
08;333;Donaueschingen;37698;31433;1044;30389;20323;5253;2984;0;831;0;275;0;0;190;394;139;0
08;334;Emmendingen;58684;47523;2022;45501;25724;11720;4709;0;1845;0;553;0;0;393;430;127;0
08;335;Freiburg;42322;34936;1283;33653;22091;5519;3379;0;979;0;914;0;0;362;263;146;0
08;336;Kehl;31848;21114;971;20143;9467;5083;3419;0;756;0;520;0;0;221;365;312;0
08;337;Konstanz;58200;47648;1624;46024;29708;8754;3067;0;1797;0;1102;0;0;288;918;390;0
08;338;Lahr;48691;40161;1547;38614;22912;6552;5498;0;1879;0;594;0;0;331;576;272;0
08;339;Lörrach;77237;60181;2677;57504;29675;14655;6653;0;1352;0;1603;0;0;1144;1649;773;0
08;340;Müllheim;33941;27214;981;26233;15494;5229;3368;0;977;0;435;0;0;259;188;283;0
08;341;Neustadt;30200;26447;957;25490;16416;3898;3691;0;640;0;349;0;0;153;205;138;0
08;342;Offenburg;59146;50184;2123;48061;32558;8252;3568;0;1699;0;672;0;0;329;641;342;0
08;343;Rastatt;66917;54898;2812;52086;32853;11621;3182;0;1846;0;518;0;0;375;1446;245;0
08;344;Säckingen;36067;30014;1002;29012;19639;5233;1600;0;1275;0;427;0;0;198;477;163;0
08;345;Stockach;28018;24076;784;23292;16214;3137;1656;0;1405;0;174;0;0;121;348;237;0
08;346;Überlingen;36455;31583;882;30701;22482;3192;2600;0;1213;0;357;0;0;230;212;415;0
08;347;Villingen;44938;36920;1232;35688;23219;6057;3424;0;1442;0;510;0;0;543;401;92;0
08;348;Waldshut;37344;31802;936;30866;21554;4455;2917;0;1020;0;238;0;0;136;435;111;0
08;349;Wolfach;32210;27843;1086;26757;17929;4738;2653;0;520;0;269;0;0;161;435;52;0
08;350;Balingen;58258;44716;1150;43566;21309;9492;6834;0;2800;0;887;0;0;741;708;795;0
08;351;Biberach;57084;51901;1225;50676;41586;3790;2366;0;1829;0;255;0;0;564;179;107;0
08;352;Calw;74196;55551;1639;53912;25637;12805;10039;0;2249;0;481;0;0;1286;990;425;0
08;353;Ehingen;25495;23574;517;23057;18260;2263;655;0;1031;0;484;0;0;128;163;73;0
08;354;Freudenstadt;38494;29322;1057;28265;11599;4822;7379;0;1247;0;201;0;0;2302;434;281;0
08;355;Hechingen;30465;26216;992;25224;17957;3397;2049;0;1192;0;97;0;0;178;235;119;0
08;356;Horb;25830;21402;725;20677;13120;2432;3312;0;986;0;79;0;0;420;214;114;0
08;357;Münsingen;23993;19476;423;19053;11093;2248;4041;0;1085;0;148;0;0;165;83;190;0
08;358;Ravensburg;60063;53692;1052;52640;40336;6099;3353;0;1609;0;370;0;0;333;445;95;0
08;359;Reutlingen;89054;71383;1774;69609;33378;19448;8581;0;3218;0;1084;0;0;1036;1796;1068;0
08;360;Rottweil;73242;61018;1715;59303;35658;11915;5729;0;2772;0;426;0;0;1466;1085;252;0
08;361;Saulgau;39988;36774;754;36020;29863;2286;2036;0;1332;0;113;0;0;84;177;129;0
08;362;Sigmaringen;28542;25822;660;25162;20013;1980;1455;0;1293;0;138;0;0;87;137;59;0
08;363;Tettnang;39863;34814;979;33835;24671;4279;2182;0;1427;0;346;0;0;256;340;334;0
08;364;Tübingen;67487;53772;1455;52317;28435;12092;5569;0;1686;0;1430;0;0;1404;1209;492;0
08;365;Tuttlingen;46897;38696;1036;37660;22419;7371;3351;0;1789;0;886;0;0;1147;612;85;0
08;366;Wangen;42463;38785;977;37808;30963;3240;1375;0;1612;0;179;0;0;189;178;72;0
09;367;Bad Reichenhall, Stadt;10751;9325;307;9018;0;1614;1061;4100;657;1062;98;67;0;112;204;43;0
09;368;Freising, Stadt;17048;13703;428;13275;0;3231;1063;5823;930;1886;33;75;0;65;160;9;0
09;369;Ingolstadt, Stadt;28053;22109;764;21345;0;6414;695;9420;1062;2575;459;228;0;103;338;51;0
09;370;Landsberg a. Lech, Stadt;7857;6554;158;6396;0;1387;245;3112;656;769;13;48;0;43;51;72;0
09;371;München, Landeshauptstadt;657370;486428;16412;470016;0;155152;31065;176490;17548;52236;3647;5967;0;5814;20136;1961;0
09;372;Rosenheim, Stadt;20989;17743;745;16998;0;5491;577;6078;938;3030;173;77;0;76;404;154;0
09;373;Traunstein, Stadt;9997;8369;310;8059;0;1489;1435;3451;364;878;77;78;0;69;209;9;0
09;374;Aichach;26087;23798;546;23252;0;2889;294;13729;2605;3268;192;93;0;41;116;25;0
09;375;Altötting;47156;42765;1482;41283;0;7314;882;20322;6554;4967;315;185;0;90;456;198;0
09;376;Bad Aibling;29198;25589;993;24596;0;5726;989;9903;3197;4017;124;106;0;89;320;125;0
09;377;Bad Tölz;27895;24059;888;23171;0;3725;1381;11656;2270;3414;162;191;0;103;190;79;0
09;378;Berchtesgaden;31210;26586;1175;25411;0;4124;2409;11814;2718;2973;398;399;0;198;317;61;0
09;379;Dachau;39333;34072;1435;32637;0;8224;877;15578;2781;4015;141;301;0;119;422;179;0
09;380;Ebersberg;33427;28578;1222;27356;0;5026;660;11355;4204;5308;106;174;0;123;272;128;0
09;381;Erding;40903;34946;1479;33467;0;4830;734;16652;2728;7875;153;135;0;49;204;107;0
09;382;Freising;31582;26495;918;25577;0;4520;618;11053;2491;6302;93;169;0;82;216;33;0
09;383;Fürstenfeldbruck;46346;39666;1394;38272;0;8602;1186;16732;4688;5300;144;398;0;273;618;331;0
09;384;Garmisch-Partenkirchen;46117;40118;1336;38782;0;5577;3720;20113;2901;4877;614;281;0;241;309;149;0
09;385;Ingolstadt;28306;22311;1081;21230;0;4906;302;9824;2330;2986;232;144;0;60;421;25;0
09;386;Landsberg a. Lech;27963;24464;485;23979;0;2599;591;12416;3686;4028;128;128;0;97;118;188;0
09;387;Laufen;37640;33656;1617;32039;0;5412;1546;16322;3293;4507;325;228;0;137;216;53;0
09;388;Miesbach;55889;48171;1650;46521;0;10992;3389;20586;3623;5486;529;324;0;274;928;390;0
09;389;Mühldorf a. Inn;40719;36275;1154;35121;0;5913;621;14955;5627;6834;611;152;0;70;253;85;0
09;390;München;59759;48831;1690;47141;0;12799;2890;18537;4138;5988;385;551;0;399;1218;236;0
09;391;Pfaffenhofen a.d. Ilm;35182;28276;1211;27065;0;4860;387;12138;3429;5586;216;116;0;85;221;27;0
09;392;Rosenheim;57286;50493;1950;48543;0;10003;2011;21858;3916;8988;438;333;0;254;504;238;0
09;393;Schongau;25014;22291;791;21500;0;4423;552;10020;2195;3773;122;114;0;65;185;51;0
09;394;Schrobenhausen;19764;17151;538;16613;0;2067;197;8872;2803;2404;67;46;0;41;107;9;0
09;395;Starnberg;45633;38982;1102;37880;0;7692;3124;17049;3452;4183;353;250;0;329;496;952;0
09;396;Traunstein;57600;50288;2381;47907;0;9084;2776;20846;4512;8955;552;390;0;284;404;104;0
09;397;Wasserburg a. Inn;33550;29958;900;29058;0;5003;421;13282;2309;7464;217;99;0;54;159;50;0
09;398;Weilheim i. OB;45612;40516;1462;39054;0;9795;1758;16806;3604;5271;194;213;0;207;984;222;0
09;399;Wolfratshausen;27116;23425;831;22594;0;4617;858;10239;2759;2788;182;129;0;120;269;633;0
09;400;Deggendorf, Stadt;10809;9065;331;8734;0;1618;581;4405;873;795;69;95;0;39;253;6;0
09;401;Landshut, Stadt;32358;26659;676;25983;0;5924;874;12107;1782;3621;854;302;0;148;340;31;0
09;402;Passau, Stadt;22255;19318;525;18793;0;3590;1056;10206;960;2056;199;414;0;36;191;85;0
09;403;Straubing, Stadt;22939;18337;618;17719;0;3820;1001;8151;1368;2626;89;218;0;49;324;73;0
09;404;Bogen;23177;19466;1013;18453;0;2137;352;11173;1423;3061;26;90;0;15;140;36;0
09;405;Deggendorf;33272;27991;1260;26731;0;4196;643;14330;2479;4563;54;105;0;47;296;18;0
09;406;Dingolfing;21462;18694;712;17982;0;2799;337;8775;2702;2982;80;88;0;27;110;82;0
09;407;Eggenfelden;34960;31253;1162;30091;0;2804;265;16440;5031;5084;139;150;0;35;126;17;0
09;408;Grafenau;17655;14866;587;14279;0;3343;161;8034;793;1675;59;50;0;25;126;13;0
09;409;Griesbach i. Rottal;29334;26140;1301;24839;0;3151;968;12307;4083;3777;178;188;0;40;111;36;0
09;410;Kelheim;33289;29077;1100;27977;0;8088;590;13670;2562;2180;103;230;0;56;397;101;0
09;411;Kötzting;22127;18704;983;17721;0;2045;275;8581;2048;4484;46;81;0;47;95;19;0
09;412;Landau a.d. Isar;22101;19648;775;18873;0;2787;256;8268;2925;4109;113;127;0;64;205;19;0
09;413;Landshut;24503;21571;782;20789;0;3162;276;10894;2224;3612;307;134;0;40;119;21;0
09;414;Mainburg;17752;15864;896;14968;0;2715;297;7290;1431;2838;62;81;0;12;232;10;0
09;415;Mallersdorf;21692;19147;756;18391;0;2575;450;10531;2570;1903;42;76;0;36;125;83;0
09;416;Passau;37261;32483;1240;31243;0;6277;653;17801;2551;3173;164;328;0;32;213;51;0
09;417;Pfarrkirchen;36006;31146;1282;29864;0;3403;737;16525;4180;4171;414;176;0;80;155;23;0
09;418;Regen;28011;23666;1189;22477;0;5495;270;9873;2688;3471;122;94;0;57;388;19;0
09;419;Rottenburg a.d. Laaber;16647;14678;528;14150;0;1532;285;8129;1761;2114;169;71;0;35;45;9;0
09;420;Straubing;19978;17970;727;17243;0;2323;364;9313;2329;2630;33;122;0;16;52;61;0
09;421;Viechtach;19548;15952;932;15020;0;2286;293;7333;1683;3189;37;35;0;38;113;13;0
09;422;Vilsbiburg;27370;24199;857;23342;0;3257;336;12193;2964;4300;68;73;0;43;87;21;0
09;423;Vilshofen;37260;31900;1204;30696;0;4112;857;16339;3087;5610;114;197;0;83;205;92;0
09;424;Wegscheid;14203;12644;435;12209;0;1210;170;8646;1247;672;49;89;0;15;65;46;0
09;425;Wolfstein;26119;22371;751;21620;0;2764;183;14065;2356;1828;97;161;0;23;119;24;0
09;426;Amberg, Stadt;25849;22622;587;22035;0;4871;941;12094;677;1680;235;227;0;128;363;819;0
09;427;Neumarkt i.d. OPf., Stadt;8958;7979;287;7692;0;1877;390;4154;289;415;37;137;0;27;213;153;0
09;428;Regensburg, Stadt;80798;67072;2692;64380;0;18030;3275;31219;2684;3443;1039;2777;0;778;976;159;0
09;429;Schwandorf i. Bay., Stadt;9090;8467;452;8015;0;3174;177;3568;239;407;75;111;0;31;198;35;0
09;430;Weiden i.d. OPf., Stadt;25563;22916;739;22177;0;6488;1157;10503;1410;1183;92;557;0;362;310;115;0
09;431;Amberg;27233;25312;755;24557;0;5123;602;14770;970;2179;136;121;0;63;193;400;0
09;432;Beilngries;11585;10505;340;10165;0;1268;273;6826;687;839;36;46;0;15;72;103;0
09;433;Burglengenfeld;25994;23737;1059;22678;0;9011;401;10026;583;1258;236;201;0;60;802;100;0
09;434;Cham;24980;21259;825;20434;0;3397;444;11068;1742;3047;136;309;0;57;205;29;0
09;435;Eschenbach i.d. OPf.;22114;20339;592;19747;0;3913;609;10564;2336;1783;67;274;0;43;57;101;0
09;436;Kemnath;14251;13015;418;12597;0;2206;251;7197;1086;1237;55;431;0;32;65;37;0
09;437;Nabburg;17504;15896;457;15439;0;2656;271;9669;1396;1064;86;100;0;34;149;14;0
09;438;Neumarkt i.d. OPf.;21165;19079;706;18373;0;1961;509;13354;1130;946;67;134;0;106;109;57;0
09;439;Neunburg vorm Wald;11034;9696;288;9408;0;1576;169;6383;378;742;26;31;0;16;81;6;0
09;440;Neustadt a.d. Waldnaab;32066;29612;980;28632;0;8449;2012;14418;1865;824;84;338;0;208;240;194;0
09;441;Oberviechtach;10201;8788;242;8546;0;1001;149;5966;342;940;29;21;0;19;68;11;0
09;442;Parsberg;22355;20585;737;19848;0;2813;300;13793;693;1697;96;113;0;20;71;252;0
09;443;Regensburg;51063;45535;2135;43400;0;9538;777;23383;3860;3940;339;831;0;123;557;52;0
09;444;Riedenburg;11928;10920;471;10449;0;1268;155;7154;803;886;34;48;0;37;41;23;0
09;445;Roding;18636;16258;690;15568;0;2397;338;10480;709;1199;46;100;0;66;158;75;0
09;446;Sulzbach-Rosenberg;20883;17934;604;17330;0;4486;1854;7944;1229;822;74;374;0;171;299;77;0
09;447;Tirschenreuth;37866;35707;1139;34568;0;8117;749;19872;3434;1253;137;262;0;127;364;253;0
09;448;Vohenstrauß;17568;15890;491;15399;0;3704;547;9571;578;619;53;62;0;117;121;27;0
09;449;Waldmünchen;11967;10343;300;10043;0;1481;166;5974;1086;1048;39;39;0;29;106;75;0
09;450;Bamberg, Stadt;51366;43617;1339;42278;0;8841;2496;20614;2904;4337;192;1927;0;300;374;293;0
09;451;Bayreuth, Stadt;39680;33841;1098;32743;0;10170;2775;7718;2391;4823;703;2625;0;353;467;718;0
09;452;Coburg, Stadt;31564;28497;733;27764;0;6931;6019;9634;1784;1200;939;702;0;192;262;101;0
09;453;Forchheim, Stadt;11943;10818;388;10430;0;2204;882;4363;606;1750;123;135;0;75;213;79;0
09;454;Hof, Stadt;40932;35967;1216;34751;0;13097;5576;9644;2013;2080;413;303;0;118;804;703;0
09;455;Kulmbach, Stadt;16102;14681;635;14046;0;5701;1449;3118;1190;554;156;1566;0;79;203;30;0
09;456;Marktredwitz, Stadt;11099;9951;338;9613;0;3196;815;3127;912;508;127;75;0;25;363;465;0
09;457;Neustadt b. Coburg, Stadt;8644;8021;337;7684;0;2680;1537;1942;295;41;209;62;0;36;217;665;0
09;458;Selb, Stadt;13392;11644;468;11176;0;4512;1651;2575;571;1060;138;75;0;43;440;111;0
09;459;Bamberg;49321;45347;1367;43980;0;7778;854;24655;2758;6500;93;729;0;117;284;212;0
09;460;Bayreuth;32816;28678;1112;27566;0;9589;1686;6236;3504;3863;389;1505;0;216;350;228;0
09;461;Coburg;42105;38205;1598;36607;0;12091;6759;9847;3493;1457;903;1191;0;116;410;340;0
09;462;Ebermannstadt;18768;16743;450;16293;0;1391;550;10953;1532;1310;147;279;0;50;51;30;0
09;463;Forchheim;27364;24260;807;23453;0;3108;907;13693;1888;3016;144;461;0;67;133;36;0
09;464;Höchstadt a.d. Aisch;27208;24043;767;23276;0;4682;2120;11692;1828;1932;403;368;0;87;123;41;0
09;465;Hof;23541;20877;708;20169;0;8366;2497;5698;1435;1280;133;117;0;60;323;260;0
09;466;Kronach;51870;47528;1692;45836;0;14518;2876;20346;4537;1839;403;466;0;172;560;119;0
09;467;Kulmbach;24205;20696;941;19755;0;5997;2818;4484;2731;1856;219;1189;0;101;153;207;0
09;468;Lichtenfels;35501;31681;1323;30358;0;7848;1405;15037;2052;2095;364;354;0;252;411;540;0
09;469;Münchberg;30519;26157;1036;25121;0;9121;3589;5944;1822;2939;666;301;0;129;381;229;0
09;470;Naila;26389;23352;926;22426;0;8726;2243;8082;1237;753;424;246;0;149;510;56;0
09;471;Pegnitz;24937;22007;634;21373;0;3628;820;11045;2454;2150;187;695;0;80;186;128;0
09;472;Rehau;19720;17702;801;16901;0;6608;2113;4859;1589;973;164;93;0;34;354;114;0
09;473;Stadtsteinach;14421;12473;469;12004;0;2899;676;5235;1491;1023;170;295;0;45;68;102;0
09;474;Staffelstein;17286;15785;447;15338;0;1225;631;9079;1980;1814;58;171;0;36;53;291;0
09;475;Wunsiedel;41226;36318;1651;34667;0;14793;3725;9636;1764;2251;490;306;0;86;530;1086;0
09;476;Ansbach, Stadt;21828;18249;629;17620;0;4306;1292;7756;1612;1574;472;238;0;171;139;60;0
09;477;Eichstätt, Stadt;7276;6406;197;6209;0;1068;266;3966;374;287;48;145;0;22;24;9;0
09;478;Erlangen, Stadt;34819;29160;993;28167;0;8642;3069;11080;2097;823;460;983;0;518;432;63;0
09;479;Fürth, Stadt;70824;59031;3017;56014;0;22279;5369;16574;2741;1217;604;3359;0;1039;2665;167;0
09;480;Nürnberg, Stadt;282392;241077;9041;232036;0;93165;24343;76483;5340;4024;2043;11347;0;4122;10492;677;0
09;481;Rothenburg ob der Tauber, Stadt;8184;7223;206;7017;0;1921;1171;2626;422;192;79;53;0;53;53;447;0
