© Der Bundeswahlleiter, Wiesbaden 2016;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ergebnisse der Bundestagswahl 1961 nach kreisfreien Städten und Landkreisen – Zweitstimmen –;;;;;;;;;;;;;;;
(Die Briefwahl ist nicht in den Kreisergebnissen enthalten, sondern wurde extra ausgewiesen.);;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Land;Lfd. Nr.;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;F.D.P.;GDP;DFU;DRP;DG;SSW
07;267;Unterwesterwaldkreis;52187;45462;2246;43216;10676;26824;0;4632;174;675;218;17;0
07;268;Mainz, Stadt;93781;76800;3744;73056;30136;29896;0;9316;551;2335;786;36;0
07;269;Worms, Stadt;43921;35993;2836;33157;15355;12013;0;3762;177;1304;493;53;0
07;270;Alzey;41562;34765;1741;33024;13631;10342;0;6723;153;561;1598;16;0
07;271;Bingen;49663;41092;2148;38944;14662;16746;0;5950;304;466;794;22;0
07;272;Mainz;47731;40731;2293;38438;15485;15603;0;5178;136;775;1251;10;0
07;273;Worms;32586;28046;1785;26261;11897;8390;0;4015;87;375;1483;14;0
07;274;Frankenthal (Pfalz), Stadt;23839;19726;825;18901;9005;6861;0;2061;81;418;467;8;0
07;275;Kaiserslautern, Stadt;60387;46514;2047;44467;17896;15841;0;6764;240;1293;2384;49;0
07;276;Landau in der Pfalz, Stadt;19550;15736;650;15086;5075;6781;0;2506;123;218;361;22;0
07;277;Ludwigshafen am Rhein, Stadt;116035;90889;3702;87187;41192;31457;0;9955;298;2754;1472;59;0
07;278;Neustadt an der Weinstraße, Stadt;22306;17773;556;17217;6161;6896;0;2852;126;687;488;7;0
07;279;Pirmasens, Stadt;36952;30166;1327;28839;12501;10188;0;4099;117;888;937;109;0
07;280;Speyer, Stadt;26584;21509;950;20559;8345;9199;0;2132;99;543;221;20;0
07;281;Zweibrücken, Stadt;23049;18463;1052;17411;7659;5738;0;2513;76;213;1155;57;0
07;282;Bergzabern;30671;26337;1466;24871;8208;11956;0;3601;150;294;502;160;0
07;283;Frankenthal (Pfalz);38559;33463;1486;31977;14783;11553;0;3312;136;404;1764;25;0
07;284;Germersheim;51135;44274;2563;41711;12747;23425;0;4136;150;476;630;147;0
07;285;Kaiserslautern;66076;55775;3297;52478;18979;23457;0;5975;350;1161;2516;40;0
07;286;Kirchheimbolanden;23460;19868;819;19049;9093;6032;0;2336;267;156;1156;9;0
07;287;Kusel;50665;41411;2574;38837;19507;10017;0;4670;137;1039;3387;80;0
07;288;Landau in der Pfalz;41154;35465;1907;33558;9267;17807;0;4849;108;306;1160;61;0
07;289;Ludwigshafen am Rhein;29693;25345;1540;23805;11268;8196;0;2740;91;654;829;27;0
07;290;Neustadt an der Weinstraße;66497;55267;1970;53297;20904;21870;0;7030;263;972;2233;25;0
07;291;Pirmasens;52272;46444;2427;44017;13336;25848;0;3657;141;306;651;78;0
07;292;Rockenhausen;28196;23265;855;22410;9882;6560;0;3768;100;269;1817;14;0
07;293;Speyer;23825;20570;1029;19541;5836;12302;0;890;95;259;142;17;0
07;294;Zweibrücken;19680;16488;1173;15315;5886;6150;0;1925;47;173;1102;32;0
08;295;Heilbronn, Stadt;61933;50489;2004;48485;21643;13769;0;10947;785;980;334;27;0
08;296;Stuttgart, Landeshauptstadt;443360;337875;15487;322388;132727;98896;0;71702;5710;10648;2509;196;0
08;297;Ulm, Universitätsstadt;63854;51087;2131;48956;17792;20329;0;8020;775;1613;293;134;0
08;298;Aalen;92552;79994;4056;75938;19444;44206;0;7279;3853;796;194;166;0
08;299;Backnang;60294;48043;3206;44837;15589;17064;0;9716;1271;772;352;73;0
08;300;Böblingen;95679;77333;4872;72461;26783;28114;0;12008;3434;1258;725;139;0
08;301;Crailsheim;42521;31790;2000;29790;6874;12407;0;8800;1079;533;69;28;0
08;302;Esslingen;132600;107644;6544;101100;38753;37137;0;16671;5207;2628;570;134;0
08;303;Göppingen;137276;114120;4758;109362;40021;42610;0;18084;5295;2641;525;186;0
08;304;Heidenheim;76806;62962;3610;59352;20599;27417;0;7064;1720;2244;237;71;0
08;305;Heilbronn;108539;90869;5502;85367;30987;27933;0;22899;1964;1029;526;29;0
08;306;Künzelsau;20531;17050;789;16261;3341;8428;0;3043;897;459;80;13;0
08;307;Leonberg;65573;52611;2819;49792;18393;18057;0;9029;2235;1583;441;54;0
08;308;Ludwigsburg;162900;133067;7094;125973;50961;41321;0;24766;5236;2240;1120;329;0
08;309;Mergentheim;26825;21663;1128;20535;2905;11510;0;4973;810;275;45;17;0
08;310;Nürtingen;88309;73031;4169;68862;23338;24522;0;12836;4964;1851;981;370;0
08;311;Öhringen;29284;22490;1513;20977;5677;6965;0;6951;718;501;143;22;0
08;312;Schwäbisch Gmünd;67078;55948;2624;53324;14651;25531;0;7379;4680;757;265;61;0
08;313;Schwäbisch Hall;39298;31349;2053;29296;7915;11607;0;8323;897;310;87;157;0
08;314;Ulm;54281;45682;2628;43054;11135;24487;0;5477;1093;624;169;69;0
08;315;Vaihingen;50398;40172;2975;37197;13834;11322;0;7989;2849;765;380;58;0
08;316;Waiblingen;128843;102013;5433;96580;35602;31925;0;22317;3971;1888;828;49;0
08;317;Heidelberg, Stadt;86118;66240;2783;63457;23180;25980;0;10336;1746;1349;801;65;0
08;318;Karlsruhe, Stadt;171770;128324;8241;120083;42694;53251;0;15772;2719;4278;1301;68;0
08;319;Mannheim, Universitätsstadt;224890;172179;5733;166446;70907;62835;0;19660;1623;9061;1915;445;0
08;320;Pforzheim, Stadt;57600;45654;2389;43265;16267;15930;0;8230;1001;1121;679;37;0
08;321;Bruchsal;79303;66047;5348;60699;14910;38779;0;4532;829;1178;403;68;0
08;322;Buchen;41646;34558;1957;32601;4815;22034;0;2934;2472;213;117;16;0
08;323;Heidelberg;98742;83282;4319;78963;26454;37475;0;9306;3268;1428;860;172;0
08;324;Karlsruhe;111720;92052;7416;84636;26745;41957;0;11018;2050;1752;986;128;0
08;325;Mannheim;109768;92261;4895;87366;33308;36866;0;10828;2143;3021;1002;198;0
08;326;Mosbach;43119;35308;2596;32712;8984;16430;0;4936;1252;591;439;80;0
08;327;Pforzheim;43569;34901;2766;32135;12858;13546;0;3684;859;741;406;41;0
08;328;Sinsheim;52019;41442;3170;38272;11371;16839;0;6532;2398;437;284;411;0
08;329;Tauberbischofsheim;51217;43375;2072;41303;7691;27427;0;3993;1663;416;95;18;0
08;330;Baden-Baden, Stadt;29181;22166;1356;20810;6816;9152;0;3841;264;529;122;86;0
08;331;Freiburg im Breisgau, Stadt;96064;70694;2935;67759;23334;28864;0;11596;1109;2285;470;101;0
08;332;Bühl;52908;41509;3439;38070;6242;25875;0;4402;821;354;290;86;0
08;333;Donaueschingen;43107;35090;2238;32852;9155;17251;0;5161;657;462;153;13;0
08;334;Emmendingen;66009;52772;3600;49172;16007;23826;0;7769;645;693;148;84;0
08;335;Freiburg;48712;39166;2537;36629;8911;20255;0;5989;551;446;246;231;0
08;336;Hochschwarzwald;26529;21694;1647;20047;4342;11451;0;3702;249;218;55;30;0
08;337;Kehl;36108;26211;1835;24376;8924;8833;0;5035;505;489;553;37;0
08;338;Konstanz;104943;81136;4609;76527;24259;37248;0;9936;1419;2920;573;172;0
08;339;Lahr;52911;42756;2626;40130;11354;20777;0;6408;747;414;216;214;0
08;340;Lörrach;88870;69106;4226;64880;24166;27087;0;10026;1021;2042;248;290;0
08;341;Müllheim;35256;27382;1651;25731;8338;11836;0;4662;413;337;111;34;0
08;342;Offenburg;65473;54258;3448;50810;13460;29029;0;6321;918;695;319;68;0
08;343;Rastatt;79973;65514;5332;60182;17845;33370;0;6038;961;1323;581;64;0
08;344;Säckingen;42280;33898;1828;32070;10607;16573;0;3213;971;581;77;48;0
08;345;Stockach;30104;24853;1725;23128;4912;13744;0;3509;494;380;70;19;0
08;346;Überlingen;38681;31274;1740;29534;5595;18185;0;4396;397;696;177;88;0
08;347;Villingen;54017;44096;2315;41781;13002;20008;0;6960;807;696;294;14;0
08;348;Waldshut;41540;33901;2040;31861;8852;17251;0;4471;717;479;60;31;0
08;349;Wolfach;34558;28821;1736;27085;6256;15332;0;4622;372;423;70;10;0
08;350;Balingen;67914;53595;2267;51328;18147;20065;0;10412;1253;876;542;33;0
08;351;Biberach;63659;55011;2008;53003;7648;39702;0;4495;624;447;69;18;0
08;352;Calw;78531;59309;3603;55706;20567;19144;0;12909;932;1410;699;45;0
08;353;Ehingen;27696;24413;962;23451;3781;17578;0;1484;360;193;24;31;0
08;354;Freudenstadt;40059;29923;1462;28461;9962;8179;0;9148;418;530;209;15;0
08;355;Hechingen;34691;29064;1752;27312;6457;16962;0;3067;413;288;119;6;0
08;356;Horb;28401;22890;1418;21472;5476;10863;0;4171;551;258;137;16;0
08;357;Münsingen;25288;20744;844;19900;3816;9877;0;5376;487;249;84;11;0
08;358;Ravensburg;67889;57242;2214;55028;10979;35868;0;6598;706;652;130;95;0
08;359;Reutlingen;108345;87227;2940;84287;29746;31016;0;19025;2021;1802;551;126;0
08;360;Rottweil;84120;69401;3442;65959;21052;31373;0;10177;1049;1413;868;27;0
08;361;Saulgau;42893;37525;1589;35936;4534;27504;0;2855;729;226;70;18;0
08;362;Sigmaringen;31249;26207;1131;25076;3569;18198;0;2230;744;255;63;17;0
08;363;Tettnang;47332;38866;1749;37117;9155;22483;0;3951;538;567;202;221;0
08;364;Tübingen;77410;60673;2495;58178;21259;21782;0;11886;1257;1491;424;79;0
08;365;Tuttlingen;54062;45196;2054;43142;12444;21919;0;6568;1153;663;369;26;0
08;366;Wangen;44905;39260;1584;37676;5554;28137;0;2928;606;210;209;32;0
09;367;Bad Reichenhall, Stadt;9335;7197;254;6943;1836;0;3681;886;328;164;35;13;0
09;368;Freising, Stadt;18724;15298;535;14763;4770;0;7888;1367;481;207;38;12;0
09;369;Ingolstadt, Stadt;36590;29513;1078;28435;10448;0;14929;1581;957;419;83;18;0
09;370;Landsberg a. Lech, Stadt;8657;6654;233;6421;1989;0;3218;664;331;117;92;10;0
09;371;München, Landeshauptstadt;787954;565931;15326;550605;235351;0;220164;59488;12203;19124;3837;438;0
09;372;Rosenheim, Stadt;22683;17669;784;16885;6157;0;8393;1274;456;447;139;19;0
09;373;Traunstein, Stadt;10294;8073;282;7791;2229;0;3674;1397;226;183;80;2;0
09;374;Aichach;26032;23208;594;22614;3439;0;17433;733;855;104;39;11;0
09;375;Altötting;51634;44727;1734;42993;10537;0;26830;1571;3499;390;148;18;0
09;376;Bad Aibling;29836;25109;1132;23977;7400;0;12634;1599;1882;355;94;13;0
09;377;Bad Tölz;25631;20405;859;19546;4708;0;11812;1766;876;253;116;15;0
09;378;Berchtesgaden;25258;19607;970;18637;4317;0;10680;1889;1232;394;95;30;0
09;379;Dachau;46129;39179;1692;37487;12157;0;21245;2070;1177;576;250;12;0
09;380;Ebersberg;37749;31488;1642;29846;8234;0;16906;2165;1912;398;202;29;0
09;381;Erding;43510;36731;1805;34926;7411;0;23438;1951;1588;410;98;30;0
09;382;Freising;32297;27539;949;26590;6007;0;17883;1381;974;241;74;30;0
09;383;Fürstenfeldbruck;57722;48039;1956;46083;15467;0;23540;3477;2592;741;224;42;0
09;384;Garmisch-Partenkirchen;39643;30213;1485;28728;6692;0;16760;3320;1453;392;100;11;0
09;385;Ingolstadt;32458;27884;1429;26455;8038;0;16285;606;1216;248;42;20;0
09;386;Landsberg a. Lech;27554;22491;757;21734;4560;0;13371;1527;1819;215;212;30;0
09;387;Laufen;36147;30746;1401;29345;6823;0;18390;1877;1765;355;114;21;0
09;388;Miesbach;48266;37851;1689;36162;11703;0;18022;3490;1735;1038;147;27;0
09;389;Mühldorf a. Inn;42148;36212;1424;34788;8158;0;21790;1614;2708;279;216;23;0
09;390;München;74983;59439;1795;57644;20087;0;26349;6847;2581;1321;360;99;0
09;391;Pfaffenhofen a.d. Ilm;34052;28464;1278;27186;5607;0;18805;1081;1414;196;68;15;0
09;392;Rosenheim;56630;46349;1904;44445;12121;0;25668;3506;2184;644;303;19;0
09;393;Schongau;25711;21950;949;21001;5962;0;12259;1309;1151;236;78;6;0
09;394;Schrobenhausen;19654;16772;610;16162;2657;0;11449;441;1512;80;17;6;0
09;395;Starnberg;50168;39388;1351;38037;11499;0;18250;5427;1669;717;236;239;0
09;396;Traunstein;56604;46399;2219;44180;12153;0;24439;4392;2251;663;251;31;0
09;397;Wasserburg a. Inn;31964;27586;1290;26296;5307;0;18184;1639;798;270;85;13;0
09;398;Weilheim i. OB;46495;38485;1782;36703;12622;0;18614;2926;1468;907;132;34;0
09;399;Wolfratshausen;31001;25418;981;24437;6686;0;13000;1961;2089;338;320;43;0
09;400;Deggendorf, Stadt;11906;9548;350;9198;2568;0;5546;410;464;133;69;8;0
09;401;Landshut, Stadt;35346;28157;1098;27059;8909;0;14077;2117;1107;593;215;41;0
09;402;Passau, Stadt;22476;17512;541;16971;4821;0;10373;995;550;160;56;16;0
09;403;Straubing, Stadt;24544;18888;921;17967;5565;0;9700;1138;864;371;322;7;0
09;404;Bogen;23579;19122;1592;17530;2809;0;13353;534;464;158;198;14;0
09;405;Deggendorf;33619;27836;1478;26358;5884;0;18155;990;1040;214;65;10;0
09;406;Dingolfing;22705;19242;1296;17946;4421;0;11623;554;1162;102;78;6;0
09;407;Eggenfelden;33512;29244;1393;27851;4129;0;21225;1037;1310;95;44;11;0
09;408;Grafenau;18189;15227;855;14372;4327;0;9097;236;583;100;27;2;0
09;409;Griesbach i. Rottal;27332;23612;1437;22175;4044;0;15532;899;1569;57;64;10;0
09;410;Kelheim;34392;29949;1654;28295;8779;0;16762;1055;1328;240;73;58;0
09;411;Kötzting;22126;17526;1339;16187;3075;0;10467;1583;908;112;34;8;0
09;412;Landau a.d. Isar;21339;18273;909;17364;3386;0;11871;469;1344;155;131;8;0
09;413;Landshut;25455;21741;938;20803;4830;0;13938;631;917;197;255;35;0
09;414;Mainburg;14174;11900;632;11268;2062;0;7843;342;903;52;44;22;0
09;415;Mallersdorf;20778;17939;1002;16937;3372;0;11715;643;890;177;117;23;0
09;416;Passau;38740;33001;1512;31489;8484;0;20832;989;986;139;37;22;0
09;417;Pfarrkirchen;34544;28927;1291;27636;4509;0;19734;1375;1842;99;68;9;0
09;418;Regen;28332;22725;1521;21204;6821;0;12383;610;1184;160;37;9;0
09;419;Rottenburg a.d. Laaber;14951;12872;615;12257;1638;0;9080;363;804;98;47;227;0
09;420;Straubing;18686;16303;1008;15295;2664;0;11165;440;712;102;205;7;0
09;421;Viechtach;19579;15598;1004;14594;3013;0;10124;694;592;137;29;5;0
09;422;Vilsbiburg;25766;22016;948;21068;3609;0;15649;719;972;81;29;9;0
09;423;Vilshofen;35823;29814;1470;28344;5524;0;20161;1226;1135;125;147;26;0
09;424;Wegscheid;14699;12722;540;12182;1875;0;9297;259;666;42;31;12;0
09;425;Wolfstein;25497;20958;1036;19922;3260;0;15232;346;956;69;26;33;0
09;426;Amberg, Stadt;28153;23322;899;22423;7371;0;12470;1652;466;300;88;76;0
09;427;Neumarkt i.d. OPf., Stadt;10875;9482;337;9145;2780;0;5095;807;278;118;51;16;0
09;428;Regensburg, Stadt;86730;70479;2765;67714;23638;0;35334;5364;1840;978;498;62;0
09;429;Schwandorf i. Bay., Stadt;11092;9583;409;9174;3843;0;4350;558;233;169;13;8;0
09;430;Weiden i.d. OPf., Stadt;28790;24039;882;23157;7599;0;12794;1404;856;426;73;5;0
09;431;Amberg;29276;26446;1241;25205;6382;0;17121;1100;386;148;33;35;0
09;432;Beilngries;10891;9777;417;9360;1181;0;7384;400;325;47;8;15;0
09;433;Burglengenfeld;30174;27379;1555;25824;11474;0;12459;824;397;581;56;33;0
09;434;Cham;25509;20808;1101;19707;3952;0;13847;810;696;174;203;25;0
09;435;Eschenbach i.d. OPf.;22486;20074;933;19141;4814;0;12388;832;1009;62;29;7;0
09;436;Kemnath;14302;12740;480;12260;2598;0;8561;778;284;24;12;3;0
09;437;Nabburg;18710;16204;698;15506;2718;0;11553;497;596;101;40;1;0
09;438;Neumarkt i.d. OPf.;23003;20727;1027;19700;2539;0;15529;823;560;99;127;23;0
09;439;Neunburg vorm Wald;10841;9633;434;9199;1444;0;7117;245;313;50;28;2;0
09;440;Neustadt a.d. Waldnaab;34955;31210;1413;29797;9625;0;17001;2165;749;220;30;7;0
09;441;Oberviechtach;9883;8224;477;7747;825;0;6369;264;211;40;30;8;0
09;442;Parsberg;22863;20714;1094;19620;3106;0;15140;601;469;55;29;220;0
09;443;Regensburg;55859;49256;3153;46103;12716;0;29447;1510;1728;317;270;115;0
09;444;Riedenburg;11296;10099;482;9617;1232;0;7698;224;405;29;16;13;0
09;445;Roding;19295;16553;972;15581;2824;0;11801;514;320;91;24;7;0
09;446;Sulzbach-Rosenberg;22293;18474;868;17606;5784;0;8680;2373;482;198;71;18;0
09;447;Tirschenreuth;38457;34828;1404;33424;8919;0;21705;1354;1220;159;49;18;0
09;448;Vohenstrauß;16912;14701;668;14033;3481;0;9508;739;220;61;15;9;0
09;449;Waldmünchen;11246;9447;498;8949;1478;0;6613;292;424;68;72;2;0
09;450;Bamberg, Stadt;52401;41942;1122;40820;12695;0;21650;3852;1478;590;539;16;0
09;451;Bayreuth, Stadt;43239;34968;1144;33824;13248;0;13738;4410;1316;641;457;14;0
09;452;Coburg, Stadt;32150;26337;622;25715;10173;0;9585;4603;880;328;133;13;0
09;453;Forchheim, Stadt;14544;12278;463;11815;3716;0;6027;974;859;166;71;2;0
09;454;Hof, Stadt;42489;34798;1810;32988;14445;0;13641;3283;846;450;203;120;0
09;455;Kulmbach, Stadt;16967;14658;672;13986;6763;0;5032;1236;566;163;220;6;0
09;456;Marktredwitz, Stadt;11533;9758;375;9383;4044;0;3861;815;501;137;25;0;0
09;457;Neustadt b. Coburg, Stadt;9088;7966;223;7743;3338;0;3038;944;198;181;38;6;0
09;458;Selb, Stadt;14183;12061;401;11660;5407;0;4971;710;273;274;22;3;0
09;459;Bamberg;54354;48586;1785;46801;10880;0;32366;1646;1365;309;223;12;0
09;460;Bayreuth;33071;28064;1210;26854;11175;0;11855;1573;1731;223;286;11;0
09;461;Coburg;46508;40804;1147;39657;18243;0;14297;4785;1884;257;181;10;0
09;462;Ebermannstadt;17634;15060;660;14400;1808;0;11027;901;498;54;110;2;0
09;463;Forchheim;28021;24631;1196;23435;3900;0;17094;1137;871;138;288;7;0
09;464;Höchstadt a.d. Aisch;29242;25284;1177;24107;5901;0;15564;1170;985;139;339;9;0
09;465;Hof;23587;19969;867;19102;8748;0;8089;1405;478;237;108;37;0
09;466;Kronach;54353;48737;1657;47080;18886;0;23080;2566;2168;285;88;7;0
09;467;Kulmbach;23966;20180;976;19204;7591;0;8746;1448;1127;126;164;2;0
09;468;Lichtenfels;36584;31762;1159;30603;9851;0;17433;2066;936;224;85;8;0
09;469;Münchberg;30386;25351;1185;24166;10539;0;9790;2521;963;250;66;37;0
09;470;Naila;26207;22249;915;21334;10115;0;8732;1392;838;183;68;6;0
09;471;Pegnitz;24844;21355;841;20514;4844;0;13391;1262;843;96;67;11;0
09;472;Rehau;20167;17569;850;16719;7103;0;7008;997;1371;202;23;15;0
09;473;Stadtsteinach;14114;12094;471;11623;3800;0;6388;580;756;45;52;2;0
09;474;Staffelstein;17037;15025;593;14432;2262;0;10077;935;1009;95;50;4;0
09;475;Wunsiedel;42107;35601;1521;34080;16629;0;13279;2689;1039;307;103;34;0
09;476;Ansbach, Stadt;22900;18008;650;17358;5062;0;9749;1450;804;190;68;35;0
09;477;Eichstätt, Stadt;7112;5789;200;5589;1333;0;3693;409;100;28;25;1;0
09;478;Erlangen, Stadt;44604;35378;1292;34086;12253;0;14031;5348;1194;759;473;28;0
09;479;Fürth, Stadt;72881;57009;2259;54750;23833;0;19961;6982;1398;1964;431;181;0
09;480;Nürnberg, Stadt;337612;262643;9147;253496;103525;0;97957;36381;3862;8789;2412;570;0
09;481;Rothenburg ob der Tauber, Stadt;8040;6499;256;6243;1928;0;2271;1182;296;97;20;449;0
09;482;Schwabach, Stadt;16968;14567;500;14067;5225;0;5645;2523;267;301;69;37;0
09;483;Weißenburg i. Bay, Stadt;9978;8389;210;8179;2549;0;4355;880;170;186;37;2;0
09;484;Ansbach;33611;28615;1539;27076;4409;0;17422;3461;1445;210;93;36;0
09;485;Dinkelsbühl;24012;20912;746;20166;3070;0;14919;1710;337;81;44;5;0
09;486;Eichstätt;19210;17640;673;16967;2977;0;13086;442;355;75;23;9;0
09;487;Erlangen;21158;18072;931;17141;6267;0;7463;1988;1004;211;202;6;0
09;488;Feuchtwangen;23149;19849;798;19051;2160;0;14203;1940;559;59;34;96;0
09;489;Fürth;43425;37301;1562;35739;13429;0;15016;4427;1949;629;227;62;0
09;490;Gunzenhausen;26748;23181;717;22464;3160;0;16427;2286;368;122;85;16;0
09;491;Hersbruck;22938;18055;746;17309;5618;0;7956;2636;812;174;82;31;0
09;492;Hilpoltstein;20954;18565;538;18027;2291;0;14033;1061;521;90;28;3;0
09;493;Lauf a.d. Pegnitz;34167;29060;1157;27903;10455;0;12119;3255;1178;659;197;40;0
09;494;Neustadt a.d.Aisch;28529;24298;994;23304;4682;0;15033;2290;1015;137;122;25;0
09;495;Nürnberg;36503;29966;1012;28954;10764;0;12748;3713;842;498;328;61;0
09;496;Rothenburg ob der Tauber;12971;10940;502;10438;852;0;6647;2451;207;36;6;239;0
09;497;Scheinfeld;14091;11920;485;11435;1525;0;8147;1066;599;53;39;6;0
09;498;Schwabach;38965;33496;1606;31890;11120;0;14832;4621;739;391;150;37;0
09;499;Uffenheim;25931;21428;923;20505;3435;0;11304;4734;681;148;39;164;0
09;500;Weißenburg i. Bay.;25097;21591;828;20763;4693;0;13753;1704;371;129;103;10;0
09;501;Aschaffenburg, Stadt;37547;29964;1041;28923;10625;0;13625;3128;805;522;195;23;0
09;502;Bad Kissingen, Stadt;9371;7549;211;7338;1774;0;3724;1291;455;57;32;5;0
09;503;Kitzingen, Stadt;12199;9717;391;9326;3253;0;3653;1670;449;133;159;9;0
09;504;Schweinfurt, Stadt;40043;33116;1314;31802;13952;0;13006;3086;610;953;181;14;0
09;505;Würzburg, Stadt;79441;62351;1902;60449;18667;0;30390;7126;1998;1811;421;36;0
09;506;Alzenau i. UFr.;30991;27415;1456;25959;7287;0;16188;1332;788;284;70;10;0
09;507;Aschaffenburg;45663;40142;2085;38057;14693;0;19890;1553;1349;446;115;11;0
09;508;Bad Kissingen;27451;23794;975;22819;3784;0;16964;1298;577;147;44;5;0
09;509;Bad Neustadt a.d. Saale;22787;20353;783;19570;3424;0;14039;1145;737;149;65;11;0
09;510;Brückenau;12144;10112;453;9659;1799;0;6553;898;307;74;26;2;0
09;511;Ebern;16534;14419;494;13925;3162;0;7857;2087;725;49;42;3;0
09;512;Gemünden a. Main;14157;12168;488;11680;2557;0;7454;1179;332;87;70;1;0
09;513;Gerolzhofen;25801;22280;1025;21255;3112;0;15413;1361;1089;174;102;4;0
09;514;Hammelburg;16654;14642;693;13949;1995;0;10461;703;678;72;38;2;0
09;515;Haßfurt;28530;24763;1037;23726;5549;0;15685;1543;794;118;31;6;0
09;516;Hofheim i. UFr.;12326;10288;450;9838;1869;0;5341;2194;345;70;17;2;0
09;517;Karlstadt;26155;22845;983;21862;4470;0;15399;957;799;182;50;5;0
09;518;Kitzingen;24445;20442;999;19443;5260;0;10446;2680;649;232;169;7;0
09;519;Königshofen i. Grabfeld;11799;10221;375;9846;1330;0;6625;1237;604;31;16;3;0
09;520;Lohr a. Main;22375;19319;880;18439;6112;0;9779;1474;775;210;82;7;0
09;521;Marktheidenfeld;27171;22754;998;21756;5018;0;13514;1574;1452;125;57;16;0
09;522;Mellrichstadt;14823;12848;624;12224;2330;0;7898;1309;606;44;35;2;0
09;523;Miltenberg;24265;20752;882;19870;5638;0;11075;1389;1481;223;43;21;0
09;524;Obernburg a. Main;37351;32530;1552;30978;9248;0;17536;1919;1918;268;79;10;0
09;525;Ochsenfurt;23346;20373;848;19525;4319;0;12429;1356;1175;151;58;37;0
09;526;Schweinfurt;39913;35369;1998;33371;8383;0;21820;1851;746;431;130;10;0
09;527;Würzburg;45855;40338;1845;38493;14196;0;20193;1964;1267;693;164;16;0
09;528;Augsburg, Stadt;150469;120347;3808;116539;49533;0;49239;11400;2719;3107;309;232;0
09;529;Dillingen a.d. Donau, Stadt;7036;5667;267;5400;1385;0;3270;472;233;20;14;6;0
09;530;Günzburg, Stadt;7486;6261;315;5946;2156;0;2746;565;349;71;50;9;0
09;531;Kaufbeuren, Stadt;23534;19565;721;18844;5797;0;8294;1446;2816;245;236;10;0
09;532;Kempten (Allgäu), Stadt;30555;23892;997;22895;8340;0;10042;3157;711;579;48;18;0
09;533;Lindau (Bodensee), Stadt;16765;12513;529;11984;3684;0;5744;1702;257;278;16;303;0
09;534;Memmingen, Stadt;20575;17395;430;16965;6762;0;6641;2434;560;471;78;19;0
09;535;Neuburg a.d. Donau, Stadt;11155;8740;349;8391;2277;0;4654;725;569;141;16;9;0
09;536;Neu-Ulm, Stadt;16348;13193;421;12772;4865;0;5072;1999;345;344;133;14;0
09;537;Nördlingen, Stadt;10052;8345;331;8014;2986;0;3371;989;544;101;19;4;0
09;538;Augsburg;71499;61051;2463;58588;20672;0;30284;4586;1883;932;130;101;0
09;539;Dillingen a.d. Donau;33972;29307;1657;27650;6516;0;17989;1553;1315;184;41;52;0
09;540;Donauwörth;36957;31493;2040;29453;6734;0;18550;1926;1934;248;46;15;0
09;541;Friedberg;26311;22802;875;21927;6023;0;13742;1064;789;246;38;25;0
09;542;Füssen;24167;19361;849;18512;3982;0;10927;1708;1379;449;51;16;0
09;543;Günzburg;33314;28220;1639;26581;7248;0;16012;1665;1195;173;80;208;0
09;544;Illertissen;26831;22990;1058;21932;5339;0;13452;1264;1592;215;50;20;0
09;545;Kaufbeuren;23816;20373;876;19497;3644;0;12718;1347;1314;285;178;11;0
09;546;Kempten (Allgäu);34399;29199;1558;27641;6867;0;15836;3682;648;456;34;118;0
09;547;Krumbach (Schwaben);23210;19999;837;19162;3506;0;12627;1446;1450;105;17;11;0
09;548;Lindau (Bodensee);26635;22463;1062;21401;5230;0;12964;2421;350;262;34;140;0
09;549;Marktoberdorf;26099;22646;1097;21549;4184;0;14178;1525;1328;226;84;24;0
09;550;Memmingen;31902;27436;1449;25987;5138;0;16220;2748;1464;311;87;19;0
09;551;Mindelheim;35125;29063;1590;27473;4197;0;18259;1892;2253;287;489;96;0
09;552;Neuburg a.d. Donau;25963;22109;1150;20959;3116;0;15342;1033;1199;240;21;8;0
09;553;Neu-Ulm;32796;28609;1433;27176;8952;0;14771;2105;895;296;115;42;0
09;554;Nördlingen;23820;20459;1134;19325;3018;0;12630;2327;1170;139;36;5;0
09;555;Schwabmünchen;30069;25154;1325;23829;5753;0;14987;1629;1010;207;185;58;0
09;556;Sonthofen;44478;36014;1700;34314;8809;0;19375;4187;1005;645;72;221;0
09;557;Wertingen;21430;18895;1023;17872;3472;0;11628;1542;1111;86;22;11;0
10;558;Saarbrücken, Stadt;89514;67121;4462;62659;21040;24187;0;14380;273;2182;548;49;0
10;559;Homburg;48329;41246;2997;38249;15783;16330;0;4392;88;991;633;32;0
10;560;Merzig-Wadern;60582;52583;4700;47883;13763;28188;0;4484;73;970;330;75;0
10;561;Ottweiler;111853;94905;7160;87745;33151;39972;0;9743;218;3623;982;56;0
10;562;Saarbrücken;173213;144101;10713;133388;48115;56666;0;21935;512;5029;1030;101;0
10;563;Saarlouis;123775;104685;8880;95805;28996;53852;0;8726;226;2922;831;252;0
