© Der Bundeswahlleiter, Wiesbaden 2016;;;;;;;;;;;
;;;;;;;;;;;
Ergebnisse der Bundestagswahl 1965 nach kreisfreien Städten und Landkreisen – Zweitstimmen –;;;;;;;;;;;
(Die Briefwahl ist nicht in den Kreisergebnissen enthalten, sondern wurde extra ausgewiesen.);;;;;;;;;;;
;;;;;;;;;;;
Land;Lfd. Nr.;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;F.D.P.;Sonstige
08;318;Karlsruhe, Stadt;175965;127849;3131;124718;48714;54443;0;14543;7018
08;319;Mannheim, Universitätsstadt;223686;168354;4544;163810;78942;61751;0;14274;8843
08;320;Pforzheim, Stadt;59530;45884;1576;44308;18110;17278;0;5680;3240
08;321;Bruchsal;83023;68952;3847;65105;18347;41287;0;3610;1861
08;322;Buchen;42395;35122;1338;33784;5732;24576;0;2748;728
08;323;Heidelberg;106077;88038;3422;84616;28669;44927;0;8434;2586
08;324;Karlsruhe;119844;97378;5026;92352;30852;48809;0;9268;3423
08;325;Mannheim;116615;96178;4139;92039;37399;41637;0;9029;3974
08;326;Mosbach;46145;37274;1529;35745;10773;19740;0;3783;1449
08;327;Pforzheim;46169;36727;1882;34845;13908;16201;0;2930;1806
08;328;Sinsheim;53915;42986;1917;41069;12956;21908;0;5146;1059
08;329;Tauberbischofsheim;52156;43191;1293;41898;8834;28614;0;3459;991
08;330;Baden-Baden, Stadt;28595;21337;740;20597;6899;9459;0;3383;856
08;331;Freiburg im Breisgau, Stadt;99075;73687;1905;71782;27273;32122;0;8891;3496
08;332;Bühl;55207;43510;2714;40796;7789;28784;0;3352;871
08;333;Donaueschingen;44530;35730;1560;34170;9677;18835;0;4832;826
08;334;Emmendingen;68911;55463;2135;53328;17717;27493;0;6451;1667
08;335;Freiburg;52485;42367;1872;40495;10311;23991;0;5184;1009
08;336;Hochschwarzwald;27355;21883;895;20988;4927;12098;0;3584;379
08;337;Kehl;37236;27332;1461;25871;9120;10995;0;3715;2041
08;338;Konstanz;110906;84088;2635;81453;28000;40709;0;9099;3645
08;339;Lahr;54220;43613;2032;41581;12329;22879;0;4916;1457
08;340;Lörrach;91402;71258;2623;68635;25331;31776;0;8422;3106
08;341;Müllheim;37024;28614;1038;27576;8661;14240;0;3999;676
08;342;Offenburg;68615;56323;2935;53388;14819;32036;0;4297;2236
08;343;Rastatt;86232;69675;4094;65581;20449;37761;0;5249;2122
08;344;Säckingen;43509;35064;1337;33727;11058;18416;0;3223;1030
08;345;Stockach;30948;25119;1148;23971;5522;14780;0;3251;418
08;346;Überlingen;42162;32417;928;31489;7048;19416;0;3841;1184
08;347;Villingen;57085;45401;1775;43626;13729;22483;0;5880;1534
08;348;Waldshut;42488;34500;1170;33330;9487;19163;0;3952;728
08;349;Wolfach;35550;28788;1228;27560;6438;16960;0;3521;641
08;350;Balingen;70102;54428;1361;53067;16709;26518;0;7802;2038
08;351;Biberach;66497;56384;1385;54999;9581;40307;0;4176;935
08;352;Calw;83378;63551;2210;61341;20379;28209;0;10328;2425
08;353;Ehingen;28784;24666;591;24075;4574;17593;0;1514;394
08;354;Freudenstadt;41600;31183;1000;30183;9342;12583;0;7403;855
08;355;Hechingen;35785;29613;1022;28591;6651;18965;0;2426;549
08;356;Horb;29214;23403;892;22511;5628;12968;0;3265;650
08;357;Münsingen;25555;20925;582;20343;3965;12121;0;3858;399
08;358;Ravensburg;71721;58994;1708;57286;14422;36544;0;4952;1368
08;359;Reutlingen;113665;92267;2218;90049;31013;41506;0;14390;3140
08;360;Rottweil;86763;70225;2936;67289;21014;35871;0;7789;2615
08;361;Saulgau;43788;37286;1114;36172;6024;27054;0;2559;535
08;362;Sigmaringen;32580;27046;839;26207;4636;19126;0;1992;453
08;363;Tettnang;51191;41035;1230;39805;11791;23477;0;3180;1357
08;364;Tübingen;80852;63308;1634;61674;20791;29254;0;8647;2982
08;365;Tuttlingen;56530;46664;1912;44752;12683;25415;0;5018;1636
08;366;Wangen;46730;39429;1381;38048;6904;27928;0;2573;643
09;367;Bad Reichenhall, Stadt;9289;7000;214;6786;1998;0;3797;595;396
09;368;Freising, Stadt;19090;15137;426;14711;5350;0;7894;1135;332
09;369;Ingolstadt, Stadt;45508;35524;927;34597;13574;0;17354;2078;1591
09;370;Landsberg a. Lech, Stadt;9197;6815;137;6678;2203;0;3490;553;432
09;371;München, Landeshauptstadt;821240;584779;10458;574321;263862;0;224276;55292;30891
09;372;Rosenheim, Stadt;23553;18040;934;17106;6631;0;8731;1084;660
09;373;Traunstein, Stadt;10252;7856;183;7673;2400;0;3835;1110;328
09;374;Aichach;26416;23209;670;22539;3996;0;17326;945;272
09;375;Altötting;54543;45247;1532;43715;11263;0;29952;1532;968
09;376;Bad Aibling;30606;25231;713;24518;8263;0;14355;1273;627
09;377;Bad Tölz;25686;19758;442;19316;5443;0;11623;1559;691
09;378;Berchtesgaden;25826;19546;731;18815;4800;0;11509;1579;927
09;379;Dachau;48016;39563;1083;38480;13174;0;22022;1946;1338
09;380;Ebersberg;41769;33888;925;32963;10832;0;18606;2223;1302
09;381;Erding;44548;36371;1186;35185;8992;0;23905;1712;576
09;382;Freising;33496;27608;868;26740;7245;0;17746;1359;390
09;383;Fürstenfeldbruck;65364;52090;1254;50836;18824;0;26068;3700;2244
09;384;Garmisch-Partenkirchen;40899;30304;859;29445;7302;0;18237;2836;1070
09;385;Ingolstadt;32412;26981;1177;25804;8445;0;15633;934;792
09;386;Landsberg a. Lech;28223;22504;591;21913;5254;0;14578;1227;854
09;387;Laufen;37297;30567;1125;29442;7249;0;19628;1588;977
09;388;Miesbach;48918;37975;803;37172;12647;0;19720;3378;1427
09;389;Mühldorf a. Inn;44721;36654;1334;35320;9424;0;23719;1333;844
09;390;München;84718;64789;1336;63453;24449;0;29405;6783;2816
09;391;Pfaffenhofen a.d. Ilm;35157;28772;1204;27568;6814;0;18957;1221;576
09;392;Rosenheim;58934;46592;1263;45329;13128;0;27824;2881;1496
09;393;Schongau;26717;22017;553;21464;6453;0;13318;871;822
09;394;Schrobenhausen;19991;16823;625;16198;3323;0;12111;529;235
09;395;Starnberg;53920;40323;680;39643;13318;0;18905;5286;2134
09;396;Traunstein;59934;47289;1489;45800;13061;0;27349;3874;1516
09;397;Wasserburg a. Inn;32060;26733;1053;25680;5478;0;18634;1204;364
09;398;Weilheim i. OB;47941;38265;1127;37138;13738;0;19739;2485;1176
09;399;Wolfratshausen;35036;27584;605;26979;8677;0;14762;2201;1339
09;400;Deggendorf, Stadt;12726;10191;252;9939;3139;0;6025;456;319
09;401;Landshut, Stadt;36359;28602;606;27996;10293;0;14902;1755;1046
09;402;Passau, Stadt;21249;16297;380;15917;4934;0;9272;631;1080
09;403;Straubing, Stadt;25262;18718;431;18287;6214;0;10317;1013;743
09;404;Bogen;23579;19066;1023;18043;3208;0;14073;507;255
09;405;Deggendorf;34389;27745;1050;26695;7140;0;18483;719;353
09;406;Dingolfing;23262;19228;762;18466;5202;0;12364;594;306
09;407;Eggenfelden;33629;28067;980;27087;5105;0;20757;736;489
09;408;Grafenau;18469;15020;658;14362;4973;0;8945;308;136
09;409;Griesbach i. Rottal;28127;23287;871;22416;5177;0;16186;734;319
09;410;Kelheim;35660;29917;1217;28700;9661;0;17564;1003;472
09;411;Kötzting;22488;17386;1004;16382;4149;0;11431;551;251
09;412;Landau a.d. Isar;21290;17717;681;17036;4104;0;12009;500;423
09;413;Landshut;26233;21753;634;21119;5271;0;14595;742;511
09;414;Mainburg;14162;11897;355;11542;2112;0;8849;361;220
09;415;Mallersdorf;20727;17394;773;16621;3608;0;12099;641;273
09;416;Passau;40545;33402;1463;31939;10190;0;20097;770;882
09;417;Pfarrkirchen;34783;27615;886;26729;5363;0;19527;1249;590
09;418;Regen;28805;22564;940;21624;7903;0;12829;663;229
09;419;Rottenburg a.d. Laaber;14986;12581;463;12118;1953;0;9446;423;296
09;420;Straubing;19036;16133;684;15449;3432;0;11102;631;284
09;421;Viechtach;19851;15277;836;14441;3670;0;10119;409;243
09;422;Vilsbiburg;25578;21140;621;20519;4249;0;15364;703;203
09;423;Vilshofen;36463;29167;1329;27838;6697;0;19900;747;494
09;424;Wegscheid;15040;12485;555;11930;2380;0;9007;175;368
09;425;Wolfstein;25844;20554;993;19561;3803;0;14964;317;477
09;426;Amberg, Stadt;28175;22269;517;21752;7839;0;11865;1272;776
09;427;Neumarkt i.d. OPf., Stadt;11834;9909;237;9672;3128;0;5494;633;417
09;428;Regensburg, Stadt;87666;68517;1611;66906;23764;0;36695;3898;2549
09;429;Schwandorf i. Bay., Stadt;11088;9327;312;9015;4006;0;4340;375;294
09;430;Weiden i.d. OPf., Stadt;29668;24170;654;23516;8630;0;12399;1315;1172
09;431;Amberg;31073;27656;933;26723;7486;0;18008;825;404
09;432;Beilngries;10720;9524;243;9281;1395;0;7383;364;139
09;433;Burglengenfeld;31563;27799;1221;26578;12236;0;13048;681;613
09;434;Cham;26173;21336;1590;19746;4065;0;14325;715;641
09;435;Eschenbach i.d. OPf.;22833;19765;748;19017;5457;0;12448;786;326
09;436;Kemnath;14576;12712;560;12152;3172;0;7843;969;168
09;437;Nabburg;19521;16816;541;16275;3326;0;12030;624;295
09;438;Neumarkt i.d. OPf.;24134;21354;661;20693;3289;0;16151;787;466
09;439;Neunburg vorm Wald;11120;9655;421;9234;1656;0;7243;250;85
09;440;Neustadt a.d. Waldnaab;35979;31408;1125;30283;10620;0;17164;1731;768
09;441;Oberviechtach;10087;8149;341;7808;1091;0;6283;323;111
09;442;Parsberg;22821;20324;631;19693;3665;0;14964;576;488
09;443;Regensburg;59353;50650;2417;48233;14691;0;31079;1530;933
09;444;Riedenburg;11432;9905;396;9509;1557;0;7509;271;172
09;445;Roding;19789;16581;717;15864;3265;0;11940;466;193
09;446;Sulzbach-Rosenberg;22273;18332;470;17862;6312;0;9193;1930;427
09;447;Tirschenreuth;38572;33915;1170;32745;9762;0;20686;1660;637
09;448;Vohenstrauß;16743;14284;582;13702;3767;0;9020;703;212
09;449;Waldmünchen;11270;9284;339;8945;1912;0;6572;272;189
09;450;Bamberg, Stadt;52214;39986;1029;38957;13927;0;20213;3348;1469
09;451;Bayreuth, Stadt;44515;34834;676;34158;14515;0;13376;3443;2824
09;452;Coburg, Stadt;31428;24594;526;24068;10588;0;8862;3130;1488
09;453;Forchheim, Stadt;14753;12298;318;11980;4388;0;6320;905;367
09;454;Hof, Stadt;41722;32848;951;31897;15028;0;12235;2851;1783
09;455;Kulmbach, Stadt;17166;14131;429;13702;6999;0;4969;975;759
09;456;Marktredwitz, Stadt;11410;9127;222;8905;4208;0;3528;786;383
09;457;Neustadt b. Coburg, Stadt;9015;7599;150;7449;3596;0;2654;878;321
09;458;Selb, Stadt;13941;11171;301;10870;5374;0;4302;712;482
09;459;Bamberg;56405;48597;1793;46804;12766;0;31764;1585;689
09;460;Bayreuth;33360;28221;916;27305;11694;0;12891;1409;1311
09;461;Coburg;47989;41194;945;40249;19947;0;15489;3370;1443
09;462;Ebermannstadt;17824;15041;580;14461;2280;0;10974;800;407
09;463;Forchheim;28391;24604;882;23722;4842;0;17093;826;961
09;464;Höchstadt a.d. Aisch;30622;25886;854;25032;7480;0;15619;1039;894
09;465;Hof;23580;19653;529;19124;9134;0;7851;1222;917
09;466;Kronach;54692;47912;1423;46489;19754;0;23765;2101;869
09;467;Kulmbach;23931;19797;765;19032;8228;0;9054;1144;606
09;468;Lichtenfels;36838;31461;940;30521;10735;0;17696;1559;531
09;469;Münchberg;30137;24686;803;23883;10750;0;10102;2009;1022
09;470;Naila;25993;21679;689;20990;10550;0;8578;1318;544
09;471;Pegnitz;25392;21364;593;20771;5310;0;13722;1131;608
09;472;Rehau;20448;17288;611;16677;7382;0;7683;937;675
09;473;Stadtsteinach;13949;11686;472;11214;4048;0;6256;573;337
09;474;Staffelstein;17202;14574;449;14125;2729;0;10233;706;457
09;475;Wunsiedel;41256;34042;1737;32305;16086;0;12612;2276;1331
09;476;Ansbach, Stadt;22610;17143;472;16671;6149;0;7895;1852;775
09;477;Eichstätt, Stadt;6859;5520;166;5354;1328;0;3416;362;248
09;478;Erlangen, Stadt;48478;36168;678;35490;14076;0;13718;4436;3260
09;479;Fürth, Stadt;71089;54979;1297;53682;24318;0;20965;4600;3799
09;480;Nürnberg, Stadt;339606;260655;4788;255867;113893;0;94273;23772;23929
09;481;Rothenburg ob der Tauber, Stadt;8046;6283;205;6078;2275;0;2499;731;573
09;482;Schwabach, Stadt;17259;13907;377;13530;5203;0;5645;1769;913
09;483;Weißenburg i. Bay, Stadt;10096;8188;153;8035;2903;0;4007;748;377
09;484;Ansbach;34213;27961;1107;26854;5836;0;16778;2951;1289
09;485;Dinkelsbühl;24241;20242;573;19669;3882;0;13692;1760;335
09;486;Eichstätt;19363;17356;571;16785;3489;0;12567;459;270
09;487;Erlangen;22058;18012;557;17455;6702;0;8111;1389;1253
09;488;Feuchtwangen;23536;19424;540;18884;2849;0;13971;1596;468
09;489;Fürth;47797;40018;1174;38844;15082;0;17951;3500;2311
09;490;Gunzenhausen;26779;21985;699;21286;3856;0;14785;2078;567
09;491;Hersbruck;22846;17126;513;16613;5395;0;8743;1421;1054
09;492;Hilpoltstein;21421;18567;452;18115;2961;0;13817;866;471
09;493;Lauf a.d. Pegnitz;36219;29641;744;28897;11408;0;13359;2409;1721
09;494;Neustadt a.d.Aisch;28423;23678;788;22890;5405;0;14728;1753;1004
09;495;Nürnberg;41039;33067;762;32305;12441;0;14239;3216;2409
09;496;Rothenburg ob der Tauber;12711;10616;409;10207;1182;0;7319;1318;388
09;497;Scheinfeld;13837;11385;355;11030;1891;0;7844;944;351
09;498;Schwabach;42443;35376;1256;34120;12496;0;16796;2999;1829
09;499;Uffenheim;25546;20138;582;19556;4164;0;10887;3813;692
09;500;Weißenburg i. Bay.;25413;21009;646;20363;5146;0;13456;1269;492
09;501;Aschaffenburg, Stadt;38299;29161;715;28446;11126;0;13294;2389;1637
09;502;Bad Kissingen, Stadt;9460;7400;195;7205;2124;0;3800;999;282
09;503;Kitzingen, Stadt;12420;8586;232;8354;3078;0;3424;1429;423
09;504;Schweinfurt, Stadt;41187;29585;609;28976;13118;0;12013;3006;839
09;505;Würzburg, Stadt;81233;60248;1056;59192;20994;0;28754;6391;3053
09;506;Alzenau i. UFr.;32365;28060;871;27189;7779;0;17500;1351;559
09;507;Aschaffenburg;49002;41884;1469;40415;15617;0;21814;1754;1230
09;508;Bad Kissingen;28251;23997;991;23006;4290;0;17200;1203;313
09;509;Bad Neustadt a.d. Saale;23233;20083;676;19407;3984;0;14093;1066;264
09;510;Brückenau;12217;9966;241;9725;2032;0;6670;805;218
09;511;Ebern;16571;14000;505;13495;3283;0;8332;1620;260
09;512;Gemünden a. Main;14308;12089;310;11779;2933;0;7730;931;185
09;513;Gerolzhofen;25958;20768;659;20109;3328;0;14486;1609;686
09;514;Hammelburg;16955;14621;534;14087;2550;0;10628;678;231
09;515;Haßfurt;29117;24897;1111;23786;6167;0;16000;1227;392
09;516;Hofheim i. UFr.;12305;10095;440;9655;2073;0;5700;1594;288
09;517;Karlstadt;26011;22581;1517;21064;5038;0;14793;937;296
09;518;Kitzingen;24333;17894;645;17249;5037;0;9367;2367;478
09;519;Königshofen i. Grabfeld;11635;9725;396;9329;1684;0;6650;848;147
09;520;Lohr a. Main;23039;19249;625;18624;6660;0;10189;1258;517
09;521;Marktheidenfeld;27457;23326;1184;22142;5972;0;14289;1445;436
09;522;Mellrichstadt;15005;12636;580;12056;2694;0;8084;1123;155
09;523;Miltenberg;24533;20809;603;20206;6446;0;11968;1371;421
09;524;Obernburg a. Main;39170;33129;1180;31949;10141;0;19212;1655;941
09;525;Ochsenfurt;23035;19756;538;19218;4971;0;12549;1332;366
09;526;Schweinfurt;42082;34250;1263;32987;8258;0;22149;1973;607
09;527;Würzburg;48660;41637;1107;40530;15913;0;21349;2293;975
09;528;Augsburg, Stadt;151007;117052;2878;114174;52777;0;49137;7678;4582
09;529;Dillingen a.d. Donau, Stadt;7271;5733;140;5593;1557;0;3573;343;120
09;530;Günzburg, Stadt;7837;6342;165;6177;2250;0;3097;390;440
09;531;Kaufbeuren, Stadt;25387;20169;471;19698;6523;0;9423;1964;1788
09;532;Kempten (Allgäu), Stadt;31857;23444;532;22912;8998;0;10344;2528;1042
09;533;Lindau (Bodensee), Stadt;17263;12105;291;11814;4045;0;5781;1349;639
09;534;Memmingen, Stadt;21729;17309;318;16991;6991;0;7165;2030;805
09;535;Neuburg a.d. Donau, Stadt;11878;8966;229;8737;2711;0;5120;577;329
09;536;Neu-Ulm, Stadt;17167;13603;232;13371;5409;0;5662;1578;722
09;537;Nördlingen, Stadt;10024;7999;202;7797;3118;0;3648;844;187
09;538;Augsburg;78984;64675;1454;63221;23151;0;34376;3847;1847
09;539;Dillingen a.d. Donau;34224;28533;1016;27517;7170;0;18600;1205;542
09;540;Donauwörth;37787;30821;1309;29512;7842;0;19544;1656;470
09;541;Friedberg;27883;23603;585;23018;6631;0;14948;995;444
09;542;Füssen;24605;18635;528;18107;4704;0;11263;1715;425
09;543;Günzburg;34290;28608;847;27761;7864;0;17503;1287;1107
09;544;Illertissen;28719;23719;647;23072;6462;0;15009;1041;560
09;545;Kaufbeuren;24401;20335;568;19767;4136;0;13600;1279;752
09;546;Kempten (Allgäu);36351;29705;990;28715;7510;0;17811;2653;741
09;547;Krumbach (Schwaben);23453;19410;496;18914;3798;0;13527;1075;514
09;548;Lindau (Bodensee);27821;22789;748;22041;5662;0;13982;1851;546
09;549;Marktoberdorf;27138;22711;646;22065;4769;0;15249;1312;735
09;550;Memmingen;32880;27671;810;26861;5928;0;18098;2155;680
09;551;Mindelheim;35363;28522;811;27711;5303;0;19525;1606;1277
09;552;Neuburg a.d. Donau;26476;21442;769;20673;3788;0;15746;859;280
09;553;Neu-Ulm;35046;29879;782;29097;9959;0;16934;1431;773
09;554;Nördlingen;23534;19288;726;18562;3501;0;12934;1800;327
09;555;Schwabmünchen;32258;25688;694;24994;7010;0;15560;1185;1239
09;556;Sonthofen;45769;35753;1022;34731;9780;0;20699;3351;901
09;557;Wertingen;21650;18348;577;17771;3801;0;12632;994;344
10;558;Saarbrücken, Stadt;90728;67292;1995;65297;27551;24387;0;9228;4131
10;559;Homburg;50984;42726;1730;40996;18432;16910;0;3761;1893
10;560;Merzig-Wadern;62990;54013;2808;51205;18537;27244;0;3473;1951
10;561;Ottweiler;114426;95179;4080;91099;39325;40499;0;6995;4280
10;562;Saarbrücken;176976;144062;5245;138817;58340;59178;0;14148;7151
10;563;Saarlouis;128489;108403;5040;103363;38471;53453;0;6232;5207
10;564;Sankt Ingbert;52106;43674;1812;41862;16151;20639;0;3018;2054
10;565;Sankt Wendel;59540;51489;2539;48950;17959;26874;0;2310;1807
01;;Briefwahl Schleswig-Holstein;0;102851;702;102149;32994;53582;0;11092;4481
02;;Briefwahl Hamburg;0;111455;661;110794;43939;49221;0;12514;5120
03;;Briefwahl Niedersachsen;0;260434;1889;258545;86603;126258;0;34815;10869
03;;Niedersachsen: Keinem Landkr. zuordenbar;7;0;0;0;0;0;0;0;0
04;;Briefwahl Bremen;0;32927;218;32709;11904;13844;0;5181;1780
05;;Briefwahl Nordrhein-Westfalen;0;830288;4762;825526;267205;458039;0;76492;23790
06;;Briefwahl Hessen;0;201735;2442;199293;74537;88831;0;27158;8767
07;;Briefwahl Rheinland-Pfalz;0;148684;1135;147549;44700;81523;0;16253;5073
08;;Briefwahl Baden-Württemberg;0;297583;2022;295561;84147;153184;0;44836;13394
09;;Briefwahl Bayern;0;408320;2940;405380;114730;0;225761;44868;20021
10;;Briefwahl Saarland;0;49658;716;48942;16031;26073;0;4954;1884
