© Der Bundeswahlleiter, Wiesbaden 2016;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Ergebnisse der Bundestagswahl 1957 nach kreisfreien Städten und Landkreisen – Zweitstimmen –;;;;;;;;;;;;;;
(Die Briefwahl ist nicht in den Kreisergebnissen enthalten, sondern wurde extra ausgewiesen.);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Land;Lfd. Nr.;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;CSU;F.D.P.;DP;FU;GB/BHE;Sonstige
07;275;Kaiserslautern, Stadt;57298;45016;1960;43056;18045;16356;0;4677;910;0;967;2101
07;276;Landau in der Pfalz, Stadt;18276;14904;594;14310;7083;4201;0;1853;513;0;351;309
07;277;Ludwigshafen am Rhein, Stadt;110469;84879;3624;81255;33153;37194;0;7579;891;0;875;1563
07;278;Neustadt an der Weinstraße, Stadt;21283;17537;470;17067;7589;5949;0;2191;587;0;283;468
07;279;Pirmasens, Stadt;35518;29661;927;28734;12606;11885;0;2710;353;0;281;899
07;280;Speyer, Stadt;24405;20009;911;19098;9030;7384;0;1771;236;0;330;347
07;281;Zweibrücken, Stadt;21345;17520;772;16748;6797;6460;0;2014;150;0;242;1085
07;282;Bergzabern;29208;25053;1106;23947;12149;7309;0;3287;543;0;191;468
07;283;Frankenthal (Pfalz);36316;31945;1282;30663;12516;12613;0;2168;383;0;442;2541
07;284;Germersheim;47923;41809;2178;39631;23335;11171;0;3307;412;0;339;1067
07;285;Kaiserslautern;62048;52087;2375;49712;24654;16775;0;4224;777;0;1154;2128
07;286;Kirchheimbolanden;22994;19625;688;18937;7045;7807;0;1105;207;0;573;2200
07;287;Kusel;49505;39316;2016;37300;11828;17833;0;4317;656;0;521;2145
07;288;Landau in der Pfalz;40198;35011;1628;33383;18893;8457;0;3814;1004;0;246;969
07;289;Ludwigshafen am Rhein;27189;23379;1324;22055;8270;10254;0;2080;214;0;269;968
07;290;Neustadt an der Weinstraße;63501;53731;1826;51905;22765;19241;0;5904;1351;0;644;2000
07;291;Pirmasens;48794;43807;1764;42043;26975;11042;0;2709;210;0;376;731
07;292;Rockenhausen;27854;23065;705;22360;7337;8332;0;3284;202;0;286;2919
07;293;Speyer;22259;19578;879;18699;12039;5473;0;672;65;0;268;182
07;294;Zweibrücken;18742;15439;706;14733;6568;5134;0;1990;81;0;125;835
08;295;Heilbronn, Stadt;56134;46432;1604;44828;14254;18136;0;10156;395;0;1481;406
08;296;Stuttgart, Landeshauptstadt;432459;328368;10926;317442;126478;105702;0;67212;5204;0;9384;3462
08;297;Ulm, Universitätsstadt;62835;50251;1607;48644;24262;13922;0;7652;733;0;1618;457
08;298;Aalen;86329;75115;3285;71830;46044;13596;0;5118;583;0;5975;514
08;299;Backnang;55371;43719;2153;41566;19120;11142;0;8186;500;0;2120;498
08;300;Böblingen;80108;65126;4100;61026;31346;15782;0;7863;591;0;4855;589
08;301;Crailsheim;40857;30471;1769;28702;14086;5297;0;6985;448;0;1716;170
08;302;Esslingen;117662;95868;4164;91704;42938;26661;0;12943;901;0;7368;893
08;303;Göppingen;129340;108034;4896;103138;50355;28726;0;14635;975;0;7840;607
08;304;Heidenheim;70538;57789;2765;55024;28749;15151;0;7022;424;0;3354;324
08;305;Heilbronn;101815;85207;4491;80716;30594;23739;0;21648;515;0;3633;587
08;306;Künzelsau;19419;16310;614;15696;8967;2155;0;3109;156;0;1240;69
08;307;Leonberg;56028;45180;2433;42747;20081;11519;0;6949;315;0;3310;573
08;308;Ludwigsburg;146475;119625;5696;113929;46762;35268;0;20898;988;0;8094;1919
08;309;Mergentheim;25780;21204;989;20215;11814;2085;0;4777;128;0;1324;87
08;310;Nürtingen;80530;65623;3498;62125;28414;16756;0;8918;1114;0;5939;984
08;311;Öhringen;27593;21143;1212;19931;6640;4281;0;7123;295;0;1456;136
08;312;Schwäbisch Gmünd;62955;52990;2137;50853;29098;9361;0;5728;376;0;5896;394
08;313;Schwäbisch Hall;37191;29497;1341;28156;13188;5665;0;6115;1213;0;1719;256
08;314;Ulm;50870;42540;2089;40451;25243;7684;0;4549;358;0;2278;339
08;315;Vaihingen;46263;36635;2175;34460;13932;8978;0;7294;248;0;3667;341
08;316;Waiblingen;112512;90281;4063;86218;35799;22131;0;19909;716;0;5711;1952
08;317;Heidelberg, Stadt;85153;66082;2010;64072;31787;18979;0;8975;830;0;2608;893
08;318;Karlsruhe, Stadt;160264;122030;5804;116226;61806;38140;0;9813;1608;0;3354;1505
08;319;Mannheim, Universitätsstadt;211629;164443;6472;157971;69044;67344;0;14630;2514;0;3111;1328
08;320;Pforzheim, Stadt;53322;42140;2367;39773;18740;12501;0;6240;392;0;1380;520
08;321;Bruchsal;73507;61306;4160;57146;38939;12179;0;3330;258;0;1877;563
08;322;Buchen;40336;34233;1600;32633;22542;3471;0;3388;150;0;2965;117
08;323;Heidelberg;90303;76570;3620;72950;38474;19820;0;8728;567;0;4472;889
08;324;Karlsruhe;102686;82840;6237;76603;42173;22656;0;6449;468;0;3589;1268
08;325;Mannheim;100981;86091;5153;80938;38619;28606;0;8663;1069;0;3163;818
08;326;Mosbach;40329;32654;2003;30651;16945;6145;0;5078;258;0;1906;319
08;327;Pforzheim;41071;33025;2572;30453;15134;10812;0;2776;197;0;1217;317
08;328;Sinsheim;50247;40249;2791;37458;17425;7998;0;7804;369;0;3281;581
08;329;Tauberbischofsheim;49869;42094;1905;40189;28356;5435;0;3373;301;0;2459;265
08;330;Baden-Baden, Stadt;28681;21748;1184;20564;11173;5339;0;2718;343;0;619;372
08;331;Freiburg im Breisgau, Stadt;87443;67549;2055;65494;33598;19019;0;7963;1664;0;2583;667
08;332;Bühl;49990;40236;2843;37393;27075;5640;0;2768;255;0;1314;341
08;333;Donaueschingen;39950;32363;1791;30572;17979;6560;0;4360;405;0;1068;200
08;334;Emmendingen;62110;49556;2862;46694;25910;12437;0;5725;513;0;1746;363
08;335;Freiburg;44598;35418;1834;33584;20531;6400;0;4794;407;0;1069;383
08;336;Hochschwarzwald;26050;21126;1253;19873;12365;3575;0;3186;192;0;482;73
08;337;Kehl;34188;24087;1502;22585;9387;6680;0;4657;431;0;968;462
08;338;Konstanz;97596;74191;3413;70778;40777;18314;0;6527;1962;0;2782;416
08;339;Lahr;50587;40661;2419;38242;21926;8052;0;5507;609;0;1846;302
08;340;Lörrach;83192;63228;3587;59641;30038;17754;0;7859;950;0;2502;538
08;341;Müllheim;33301;25861;1374;24487;12852;6178;0;3937;297;0;1077;146
08;342;Offenburg;61758;51264;2608;48656;30458;10882;0;4632;773;0;1585;326
08;343;Rastatt;72651;59005;4331;54674;33291;14474;0;3742;445;0;1719;1003
08;344;Säckingen;39132;31443;1596;29847;18164;6809;0;2452;400;0;1795;227
08;345;Stockach;28325;23528;1231;22297;14440;3767;0;2441;389;0;1156;104
08;346;Überlingen;35111;28569;1283;27286;18737;3816;0;3142;404;0;1038;149
08;347;Villingen;48824;39476;2129;37347;21764;8004;0;4923;616;0;1597;443
08;348;Waldshut;39243;31525;1657;29868;18977;5392;0;3818;357;0;1193;131
08;349;Wolfach;32603;27364;1829;25535;15848;5156;0;3431;238;0;683;179
08;350;Balingen;63415;48889;1936;46953;21051;14157;0;8290;657;0;2519;279
08;351;Biberach;59848;52344;1638;50706;40381;5549;0;2937;506;0;1207;126
08;352;Calw;73337;53324;3454;49870;21630;14846;0;10545;697;0;1659;493
08;353;Ehingen;26006;23105;711;22394;17883;2574;0;1038;186;0;669;44
08;354;Freudenstadt;37286;27098;1419;25679;9162;7977;0;6403;737;0;906;494
08;355;Hechingen;32760;27146;1298;25848;16755;5436;0;2394;206;0;926;131
08;356;Horb;26570;21396;1436;19960;11536;3909;0;3153;251;0;849;262
08;357;Münsingen;23955;19796;651;19145;10285;2443;0;4969;422;0;959;67
08;358;Ravensburg;63635;54361;1829;52532;38444;8079;0;3596;679;0;1413;321
08;359;Reutlingen;99975;80483;3533;76950;34670;22565;0;14965;918;0;3295;537
08;360;Rottweil;79355;65659;2951;62708;34045;15578;0;8002;607;0;2324;2152
08;361;Saulgau;41089;36373;1257;35116;28357;3142;0;2035;352;0;1116;114
08;362;Sigmaringen;29002;25049;939;24110;18481;2732;0;1437;450;0;941;69
08;363;Tettnang;42123;35889;1430;34459;23743;6436;0;2367;445;0;1001;467
08;364;Tübingen;72023;55720;2366;53354;24411;15227;0;10639;782;0;1747;548
08;365;Tuttlingen;50299;42198;1902;40296;22173;9630;0;4785;786;0;2196;726
08;366;Wangen;43043;37811;1141;36670;28758;4225;0;1783;342;0;1340;222
09;367;Bad Reichenhall, Stadt;10242;8019;292;7727;0;1777;4183;429;83;503;660;92
09;368;Freising, Stadt;17494;14606;465;14141;0;4272;7403;756;49;697;868;96
09;369;Ingolstadt, Stadt;31712;25655;711;24944;0;8393;13347;678;344;619;1361;202
09;370;Landsberg a. Lech, Stadt;7930;6259;179;6080;0;1492;3253;223;92;330;534;156
09;371;München, Landeshauptstadt;727650;531830;14958;516872;0;209230;230048;27918;4458;19516;19525;6177
09;372;Rosenheim, Stadt;21963;17985;485;17500;0;6882;8118;587;146;788;836;143
09;373;Traunstein, Stadt;9946;7815;235;7580;0;1868;3604;888;161;528;391;140
09;374;Aichach;25558;23044;594;22450;0;3098;16003;255;321;1079;1563;131
09;375;Altötting;48705;42562;1589;40973;0;7761;24947;551;324;2019;5129;242
09;376;Bad Aibling;28888;24276;811;23465;0;6942;11954;674;126;1322;2322;125
09;377;Bad Tölz;25114;20198;707;19491;0;3967;11898;619;129;1078;1656;144
09;378;Berchtesgaden;24700;19680;777;18903;0;4051;10502;859;199;1432;1631;229
09;379;Dachau;42957;37080;1340;35740;0;9888;19874;662;246;2393;2329;348
09;380;Ebersberg;34423;29017;1078;27939;0;6632;14920;668;122;1797;3405;395
09;381;Erding;40882;34873;1478;33395;0;5913;19540;581;187;4600;2330;244
09;382;Freising;30839;26762;1058;25704;0;4991;15650;482;149;2375;1847;210
09;383;Fürstenfeldbruck;50426;41822;1463;40359;0;11784;20522;1072;310;2201;4028;442
09;384;Garmisch-Partenkirchen;37190;30001;1048;28953;0;5634;17373;1389;191;1828;2339;199
09;385;Ingolstadt;30087;26099;1076;25023;0;7205;14158;254;117;819;2327;143
09;386;Landsberg a. Lech;26251;22214;738;21476;0;3370;12249;387;250;2327;2619;274
09;387;Laufen;35277;30473;1073;29400;0;5382;17565;940;148;2471;2677;217
09;388;Miesbach;47368;37964;1401;36563;0;11652;17964;1611;423;1855;2720;338
09;389;Mühldorf a. Inn;39690;34982;1185;33797;0;6285;20379;526;178;2298;3947;184
09;390;München;66495;53042;1590;51452;0;16437;24871;2714;457;2192;4154;627
09;391;Pfaffenhofen a.d. Ilm;33048;28165;947;27218;0;5196;17409;300;205;1561;2351;196
09;392;Rosenheim;52968;44716;1443;43273;0;11426;23948;1152;442;2775;3235;295
09;393;Schongau;24360;21305;658;20647;0;4873;11399;306;61;1944;1901;163
09;394;Schrobenhausen;19128;16792;425;16367;0;2723;10918;103;173;534;1824;92
09;395;Starnberg;45523;36557;1059;35498;0;9437;18191;2717;372;1485;2759;537
09;396;Traunstein;53045;44168;1473;42695;0;9545;22292;1604;373;4952;3380;549
09;397;Wasserburg a. Inn;31882;27834;877;26957;0;5055;16192;389;317;3350;1461;193
09;398;Weilheim i. OB;44984;38157;1279;36878;0;11889;18534;976;230;2189;2820;240
09;399;Wolfratshausen;27841;23327;790;22537;0;5528;12145;679;176;1142;2584;283
09;400;Deggendorf, Stadt;11352;8824;291;8533;0;2295;4909;162;29;294;786;58
09;401;Landshut, Stadt;33867;27253;938;26315;0;7941;13635;1098;200;916;2321;204
09;402;Passau, Stadt;21690;17779;417;17362;0;3940;11206;585;78;364;1103;86
09;403;Straubing, Stadt;23930;18927;761;18166;0;5622;9298;775;128;885;1318;140
09;404;Bogen;22607;18652;1122;17530;0;2604;11927;186;99;1552;1008;154
09;405;Deggendorf;33032;26799;1046;25753;0;5476;16790;290;110;1177;1785;125
09;406;Dingolfing;21827;18548;917;17631;0;3287;10603;222;106;1256;2059;98
09;407;Eggenfelden;33494;29033;1022;28011;0;3042;18860;238;201;2592;2948;130
09;408;Grafenau;17752;14677;631;14046;0;3483;9235;77;24;317;857;53
09;409;Griesbach i. Rottal;27636;23607;954;22653;0;3368;15075;198;133;1068;2717;94
09;410;Kelheim;33555;29526;1201;28325;0;8586;16109;502;66;692;2151;219
09;411;Kötzting;21711;17307;1016;16291;0;2945;10073;174;53;1538;1323;185
09;412;Landau a.d. Isar;21300;18300;701;17599;0;3459;10292;233;98;1464;1942;111
09;413;Landshut;24442;20925;957;19968;0;4028;12220;242;67;1259;2033;119
09;414;Mainburg;14123;12529;498;12031;0;2125;8169;172;45;648;813;59
09;415;Mallersdorf;20754;17839;909;16930;0;2995;10609;265;82;1127;1775;77
09;416;Passau;36984;31108;1116;29992;0;7099;19486;401;120;948;1839;99
09;417;Pfarrkirchen;34639;29070;1011;28059;0;3234;18274;316;570;2084;3457;124
09;418;Regen;27394;22143;861;21282;0;6527;11698;178;66;945;1776;92
09;419;Rottenburg a.d. Laaber;15239;13416;713;12703;0;1666;8381;195;51;1085;1262;63
09;420;Straubing;18762;16408;817;15591;0;2601;9540;165;66;1562;1562;95
09;421;Viechtach;19203;15066;743;14323;0;2557;9622;135;65;959;887;98
09;422;Vilsbiburg;25905;22181;838;21343;0;3074;12524;268;121;2915;2328;113
09;423;Vilshofen;35179;29193;1036;28157;0;4627;19286;557;126;1337;2095;129
09;424;Wegscheid;14311;12237;380;11857;0;1173;9273;116;26;167;1073;29
09;425;Wolfstein;25128;20339;719;19620;0;2776;14586;134;47;399;1633;45
09;426;Amberg, Stadt;27437;23173;474;22699;0;6189;13918;764;105;562;928;233
09;427;Neumarkt i.d. OPf., Stadt;9875;8690;259;8431;0;2491;4791;400;46;253;361;89
09;428;Regensburg, Stadt;83725;67490;2179;65311;0;21339;34607;3269;386;1564;3197;949
09;429;Schwandorf i. Bay., Stadt;9985;8957;373;8584;0;3678;4117;189;30;181;332;57
09;430;Weiden i.d. OPf., Stadt;27496;23608;742;22866;0;6646;13258;884;77;298;1476;227
09;431;Amberg;27620;25240;725;24515;0;5430;17189;534;63;393;808;98
09;432;Beilngries;11026;9984;330;9654;0;1071;7326;212;27;383;581;54
09;433;Burglengenfeld;28173;25784;1267;24517;0;10610;11990;357;93;547;757;163
09;434;Cham;24642;20686;893;19793;0;3903;13094;393;87;735;1167;414
09;435;Eschenbach i.d. OPf.;21533;19581;512;19069;0;4057;12705;428;45;292;1479;63
09;436;Kemnath;14059;12586;414;12172;0;2304;8563;332;35;249;633;56
09;437;Nabburg;17848;16094;409;15685;0;2312;11671;244;41;201;1153;63
09;438;Neumarkt i.d. OPf.;21700;19771;736;19035;0;2133;14664;437;36;648;1011;106
09;439;Neunburg vorm Wald;10768;9618;383;9235;0;1389;7081;120;19;104;489;33
09;440;Neustadt a.d. Waldnaab;33337;30300;1020;29280;0;8626;17377;1470;56;237;1395;119
09;441;Oberviechtach;9796;8357;286;8071;0;728;6465;133;24;183;460;78
09;442;Parsberg;22291;20326;843;19483;0;2796;14696;339;32;650;636;334
09;443;Regensburg;52651;46838;1939;44899;0;12260;27051;666;143;1423;2950;406
09;444;Riedenburg;11295;10290;465;9825;0;1235;7669;98;23;205;561;34
09;445;Roding;18271;15890;690;15200;0;2732;11258;159;24;421;551;55
09;446;Sulzbach-Rosenberg;21469;18033;647;17386;0;4338;9568;2204;72;163;933;108
09;447;Tirschenreuth;38026;34783;1174;33609;0;7740;21830;714;48;250;2835;192
09;448;Vohenstrauß;16952;15187;553;14634;0;3258;10175;431;27;175;503;65
09;449;Waldmünchen;11277;9737;390;9347;0;1526;6554;191;33;259;717;67
09;450;Bamberg, Stadt;52099;42303;1839;40464;0;10889;22251;1885;199;1351;2772;1117
09;451;Bayreuth, Stadt;41399;33664;1196;32468;0;11066;14941;2144;325;1106;2083;803
09;452;Coburg, Stadt;31776;26133;717;25416;0;7969;11815;3331;307;108;1576;310
09;453;Forchheim, Stadt;13547;11677;414;11263;0;2735;6397;507;47;462;994;121
09;454;Hof, Stadt;41613;34488;1315;33173;0;12576;15977;2120;394;121;1460;525
09;455;Kulmbach, Stadt;16434;14342;567;13775;0;5801;5480;782;68;67;1098;479
09;456;Marktredwitz, Stadt;11427;9654;333;9321;0;3340;4326;456;259;36;823;81
09;457;Neustadt b. Coburg, Stadt;8951;7907;289;7618;0;2769;3519;877;53;6;305;89
09;458;Selb, Stadt;13982;11580;436;11144;0;4395;5399;477;155;55;575;88
09;459;Bamberg;50893;46197;1894;44303;0;8565;29919;560;125;2120;2647;367
09;460;Bayreuth;31791;27495;994;26501;0;10064;11599;803;124;853;2543;515
09;461;Coburg;43833;38724;1253;37471;0;13592;15649;3526;261;100;3333;1010
09;462;Ebermannstadt;17329;15077;477;14600;0;1360;11175;379;48;400;906;332
09;463;Forchheim;27179;24013;910;23103;0;3040;17116;393;57;785;1242;470
09;464;Höchstadt a.d. Aisch;27581;24161;993;23168;0;4589;15230;540;65;727;1565;452
09;465;Hof;23518;20138;826;19312;0;7719;8929;950;221;105;1145;243
09;466;Kronach;52809;47595;1410;46185;0;15862;24207;1690;155;339;3652;280
09;467;Kulmbach;23657;20302;878;19424;0;6194;9606;646;53;196;2272;457
09;468;Lichtenfels;35682;31472;937;30535;0;7920;18561;1205;138;514;1933;264
09;469;Münchberg;30381;25597;958;24639;0;9111;10991;1803;463;303;1635;333
09;470;Naila;25770;22227;819;21408;0;8607;9960;810;339;258;1219;215
09;471;Pegnitz;24181;20793;694;20099;0;3739;13047;806;96;472;1695;244
09;472;Rehau;19910;17461;658;16803;0;5886;7326;643;646;105;2095;102
09;473;Stadtsteinach;14121;12414;836;11578;0;2758;7076;287;46;97;1170;144
09;474;Staffelstein;16598;14806;446;14360;0;1505;10106;332;57;582;1652;126
09;475;Wunsiedel;41529;35305;1503;33802;0;14649;14114;2357;328;249;1807;298
09;476;Ansbach, Stadt;22173;17672;815;16857;0;4307;9779;839;90;199;1394;249
09;477;Eichstätt, Stadt;7318;6003;181;5822;0;1307;3840;222;54;101;213;85
09;478;Erlangen, Stadt;40421;32385;1176;31209;0;9954;15167;2738;291;215;2051;793
09;479;Fürth, Stadt;71895;57919;2470;55449;0;24325;22381;4241;264;553;2700;985
09;480;Nürnberg, Stadt;315477;254248;9439;244809;0;103257;106588;19234;1710;2262;6454;5304
09;481;Rothenburg ob der Tauber, Stadt;7822;6276;278;5998;0;1889;2517;656;37;117;380;402
09;482;Schwabach, Stadt;15420;13175;410;12765;0;4651;5720;1428;83;82;494;307
09;483;Weißenburg i. Bay, Stadt;9745;8172;281;7891;0;2696;4120;422;41;24;472;116
09;484;Ansbach;32533;28073;1332;26741;0;3837;17963;1694;127;136;2564;420
09;485;Dinkelsbühl;23733;20494;608;19886;0;3143;15011;871;70;37;517;237
09;486;Eichstätt;18947;17491;566;16925;0;3097;12247;253;69;198;967;94
09;487;Erlangen;19111;16569;868;15701;0;4764;7722;786;101;145;1570;613
09;488;Feuchtwangen;22648;19546;752;18794;0;2163;14195;1119;59;74;1019;165
09;489;Fürth;39753;34758;1577;33181;0;11737;14650;2452;163;248;3215;716
09;490;Gunzenhausen;26586;23016;667;22349;0;2683;17160;1022;135;61;956;332
09;491;Hersbruck;22639;18493;750;17743;0;5060;9115;1275;167;353;1556;217
09;492;Hilpoltstein;20512;18112;637;17475;0;2030;13480;662;46;186;954;117
09;493;Lauf a.d. Pegnitz;31729;27529;1209;26320;0;9621;12123;1766;157;250;1969;434
09;494;Neustadt a.d.Aisch;27925;23845;980;22865;0;4100;14570;1318;76;187;1852;762
09;495;Nürnberg;32427;26843;1066;25777;0;9499;11799;1910;110;229;1564;666
09;496;Rothenburg ob der Tauber;13473;11544;484;11060;0;812;7904;1465;26;42;614;197
09;497;Scheinfeld;14345;12178;519;11659;0;1573;7844;716;27;104;1027;368
09;498;Schwabach;36598;31937;1428;30509;0;10122;15626;2886;82;206;1273;314
09;499;Uffenheim;26347;21964;944;21020;0;2701;13430;2668;92;163;1636;330
09;500;Weißenburg i. Bay.;24337;21146;811;20335;0;4690;13565;986;55;88;772;179
09;501;Aschaffenburg, Stadt;36138;29250;1455;27795;0;8556;15464;1741;231;182;1280;341
09;502;Bad Kissingen, Stadt;9179;7682;249;7433;0;1412;4230;732;94;126;736;103
09;503;Kitzingen, Stadt;11405;9466;288;9178;0;2884;4316;862;41;87;826;162
09;504;Schweinfurt, Stadt;37207;31852;1219;30633;0;12026;15068;2126;117;150;954;192
09;505;Würzburg, Stadt;73123;59477;1842;57635;0;15868;31939;4720;444;656;3264;744
09;506;Alzenau i. UFr.;29013;25352;1780;23572;0;5861;15361;714;118;80;1306;132
09;507;Aschaffenburg;41853;35866;2522;33344;0;12076;17877;672;121;141;2260;197
09;508;Bad Kissingen;26118;22874;859;22015;0;2936;16866;765;94;236;1026;92
09;509;Bad Neustadt a.d. Saale;21406;19007;678;18329;0;2098;14040;720;77;149;1162;83
09;510;Brückenau;12413;10299;359;9940;0;1489;7086;442;159;74;622;68
09;511;Ebern;16326;14418;441;13977;0;2452;8359;1533;47;203;1308;75
09;512;Gemünden a. Main;13612;11725;515;11210;0;1987;7732;635;78;154;558;66
09;513;Gerolzhofen;25632;22649;858;21791;0;2531;15539;859;93;648;1913;208
09;514;Hammelburg;16185;14312;668;13644;0;1745;10039;508;69;207;1008;68
09;515;Haßfurt;27388;24024;1042;22982;0;4213;15784;1123;80;274;1394;114
09;516;Hofheim i. UFr.;12276;10522;463;10059;0;1393;5902;1880;34;73;732;45
09;517;Karlstadt;25473;22508;928;21580;0;3515;15646;612;58;430;1186;133
09;518;Kitzingen;24294;20643;886;19757;0;4692;11213;1833;94;271;1503;151
09;519;Königshofen i. Grabfeld;11739;10269;459;9810;0;778;7089;717;40;200;953;33
09;520;Lohr a. Main;21463;18613;1074;17539;0;5153;9254;836;49;818;1340;89
09;521;Marktheidenfeld;25958;22254;839;21415;0;4387;12747;1201;90;392;2466;132
09;522;Mellrichstadt;14722;12956;486;12470;0;1688;8479;834;134;159;1074;102
09;523;Miltenberg;23172;20097;940;19157;0;4758;10826;937;145;61;2277;153
09;524;Obernburg a. Main;34764;30376;1741;28635;0;7003;17750;864;120;176;2540;182
09;525;Ochsenfurt;23480;20762;674;20088;0;3884;13001;888;99;161;1924;131
09;526;Schweinfurt;37523;34010;1704;32306;0;6670;22564;1293;90;260;1317;112
09;527;Würzburg;43035;37890;1642;36248;0;12588;19584;1259;113;490;1917;297
09;528;Augsburg, Stadt;144829;117611;3219;114392;0;39550;58932;6472;857;2983;3912;1686
09;529;Dillingen a.d. Donau, Stadt;6166;5244;171;5073;0;723;3582;202;37;59;436;34
09;530;Günzburg, Stadt;7131;6045;254;5791;0;1661;3088;290;103;100;506;43
09;531;Kaufbeuren, Stadt;20138;17308;508;16800;0;3519;8778;590;88;192;3369;264
09;532;Kempten (Allgäu), Stadt;29644;23953;961;22992;0;5893;12602;1865;137;906;1405;184
09;533;Lindau (Bodensee), Stadt;15407;12024;445;11579;0;2708;7037;1041;178;38;456;121
09;534;Memmingen, Stadt;19090;16137;433;15704;0;5311;7788;1036;107;259;936;267
09;535;Neuburg a.d. Donau, Stadt;10133;8117;251;7866;0;1516;4867;232;43;242;899;67
09;536;Neu-Ulm, Stadt;14082;11652;373;11279;0;3533;5535;1215;110;54;735;97
09;537;Nördlingen, Stadt;9654;8049;258;7791;0;2065;4419;494;39;34;678;62
09;538;Augsburg;62985;54572;2211;52361;0;14720;30695;1867;370;1737;2541;431
09;539;Dillingen a.d. Donau;33398;29041;1394;27647;0;4148;19009;712;433;461;2714;170
09;540;Donauwörth;35753;31207;1386;29821;0;4811;19926;687;136;618;3472;171
09;541;Friedberg;24388;20887;916;19971;0;4280;12938;364;106;884;1283;116
09;542;Füssen;23504;19309;759;18550;0;3147;11107;795;117;1215;2045;124
09;543;Günzburg;32440;27814;1456;26358;0;4843;16948;718;851;569;2213;216
09;544;Illertissen;25295;22207;885;21322;0;3615;13696;457;625;521;2325;83
09;545;Kaufbeuren;23384;20637;724;19913;0;2651;13262;392;160;994;2200;254
09;546;Kempten (Allgäu);33597;29166;1340;27826;0;5064;18317;1348;151;1109;1593;244
09;547;Krumbach (Schwaben);23151;20136;719;19417;0;2231;12678;415;1212;531;2245;105
09;548;Lindau (Bodensee);25902;22190;723;21467;0;3614;15227;1142;191;304;883;106
09;549;Marktoberdorf;25565;22629;770;21859;0;2714;15139;744;97;696;2344;125
09;550;Memmingen;30932;27241;919;26322;0;3890;17620;949;226;925;2515;197
09;551;Mindelheim;34804;29706;1138;28568;0;3187;19085;617;504;1506;3498;171
09;552;Neuburg a.d. Donau;25401;21915;893;21022;0;2458;14905;277;103;825;2368;86
09;553;Neu-Ulm;29711;26054;1080;24974;0;6071;15636;857;351;234;1691;134
09;554;Nördlingen;24145;21339;935;20404;0;1964;15229;1087;49;130;1801;144
09;555;Schwabmünchen;27323;22749;961;21788;0;4302;14409;535;183;660;1518;181
09;556;Sonthofen;42715;35388;1513;33875;0;6318;21364;2156;757;940;1839;501
09;557;Wertingen;21397;19028;858;18170;0;2293;12402;702;107;544;2021;101
10;558;Saarbrücken, Stadt;83027;65131;4254;60877;13745;13957;11745;19869;599;0;252;710
10;559;Homburg;42752;37197;2223;34974;10165;11905;6191;5742;237;0;104;630
10;560;Merzig-Wadern;54709;48867;3487;45380;19599;8669;10658;5774;169;0;85;426
10;561;Ottweiler;105255;91235;6058;85177;24791;28405;16958;13011;706;0;177;1129
10;562;Saarbrücken;164482;141998;9456;132542;36024;37171;25619;31142;858;0;362;1366
10;563;Saarlouis;111746;99098;6962;92136;39998;15816;22597;11413;669;0;252;1391
10;564;Sankt Ingbert;45380;39460;2717;36743;13261;8406;9579;4830;246;0;121;300
10;565;Sankt Wendel;52620;46997;2835;44162;18999;10907;9182;4090;444;0;62;478
01;;Briefwahl Schleswig-Holstein;0;65682;2042;63640;36571;13382;0;4991;2491;0;4448;1757
02;;Briefwahl Hamburg;0;73800;992;72808;36193;22359;0;8566;3730;0;1083;877
03;;Briefwahl Niedersachsen;0;186242;2145;184097;90205;41509;0;15665;20462;466;11648;4142
04;;Briefwahl Bremen;0;21331;540;20791;8751;5936;0;2056;3391;0;371;286
05;;Briefwahl Nordrhein-Westfalen;0;482508;9469;473039;316470;93142;0;38558;9781;2851;8412;3825
06;;Briefwahl Hessen;0;148233;2369;145864;76289;39916;0;15034;7280;0;5828;1517
07;;Briefwahl Rheinland-Pfalz;0;91174;1885;89289;57172;18826;0;8975;1715;0;1209;1392
08;;Briefwahl Baden-Württemberg;0;191571;2362;189209;116498;32443;0;29582;3220;0;5965;1501
09;;Briefwahl Bayern;0;256958;3202;253756;0;46751;162035;18392;2380;6380;15175;2643
10;;Briefwahl Saarland;0;19595;495;19100;6841;3073;4639;4209;141;0;51;146
